"","1 Y 2017-11-14 to 2019-11-15","1 Y 2017-12-14 to 2019-12-15","1 Y 2018-01-15 to 2020-01-15","1 Y 2018-02-14 to 2020-02-15","1 Y 2018-03-14 to 2020-03-15","1 Y 2018-04-16 to 2020-04-15","1 Y 2018-05-14 to 2020-05-15","1 Y 2018-06-14 to 2020-06-15","1 Y 2018-07-16 to 2020-07-15","1 Y 2018-08-14 to 2020-08-15","1 Y 2018-09-14 to 2020-09-15","1 Y 2018-10-15 to 2020-10-15","1 Y 2018-11-14 to 2020-11-15","1 Y 2018-12-14 to 2020-12-15","1 Y 2019-01-14 to 2021-01-15","1 Y 2019-02-14 to 2021-02-15","1 Y 2019-03-14 to 2021-03-15","1 Y 2019-04-15 to 2021-04-15","1 Y 2019-05-14 to 2021-05-15","1 Y 2019-06-14 to 2021-06-15","1 Y 2019-07-15 to 2021-07-15","1 Y 2019-08-14 to 2021-08-15","1 Y 2019-09-16 to 2021-09-15","2 Y 2017-11-14 to 2019-11-15","2 Y 2017-12-14 to 2019-12-15","2 Y 2018-01-15 to 2020-01-15","2 Y 2018-02-14 to 2020-02-15","2 Y 2018-03-14 to 2020-03-15","2 Y 2018-04-16 to 2020-04-15","2 Y 2018-05-14 to 2020-05-15","2 Y 2018-06-14 to 2020-06-15","2 Y 2018-07-16 to 2020-07-15","2 Y 2018-08-14 to 2020-08-15","2 Y 2018-09-14 to 2020-09-15","2 Y 2018-10-15 to 2020-10-15","2 Y 2018-11-14 to 2020-11-15","2 Y 2018-12-14 to 2020-12-15","2 Y 2019-01-14 to 2021-01-15","2 Y 2019-02-14 to 2021-02-15","2 Y 2019-03-14 to 2021-03-15","2 Y 2019-04-15 to 2021-04-15","2 Y 2019-05-14 to 2021-05-15","2 Y 2019-06-14 to 2021-06-15","2 Y 2019-07-15 to 2021-07-15","2 Y 2019-08-14 to 2021-08-15","2 Y 2019-09-16 to 2021-09-15"
"P Information Ratio","-0.1","-0.04","0.27","-1.87","-3.34","-1.9","-1.68","-1.58","-1.88","-2.42","-1.25","-1.55","-0.02","0.85","0.36","0.13","2.36","1.36","1.27","0.87","0.55","0.67","0.76","-0.46","-0.24","0.07","-0.46","-1.39","-1.33","-0.9","-1.02","-0.97","-0.85","-0.27","-0.56","0.09","0.92","0.39","-0.15","0.52","-0.21","-0.22","-0.12","-0.46","-0.28","-0.43"
"B Information Ratio","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat","-0.04","-0.02","0.01","-0.31","-0.22","-0.37","-0.49","-0.66","-0.79","-0.72","-0.89","-0.74","-0.06","0.32","-0.01","-0.63","0.94","0.93","1.2","1.46","1.06","0.92","0.71","-0.1","-0.05","0.03","-0.14","-0.16","-0.29","-0.2","-0.36","-0.35","-0.19","-0.16","-0.26","-0.02","0.16","-0.04","-0.37","-0.02","-0.08","-0.22","-0.09","-0.25","-0.22","-0.28"
"B Alpha Stat","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat","1.06","1.03","0.99","1.03","1.01","1.11","1.11","1.14","1.11","1.08","1.05","1.01","1.04","1.14","1.1","1.07","0.91","0.89","0.73","0.73","0.74","0.88","0.85","1.01","1","1.02","1.08","1.05","1.09","1.09","1.1","1.06","1.04","1.01","1.01","1.04","1.12","1.07","1.04","1.07","1.06","1.04","1.04","1.04","1.06","1.03"
"B Beta Stat","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared","98.27","96.59","96.96","97.85","98.91","98.51","99.07","98.25","97.53","98.16","94.49","94.4","93.98","95.88","94.3","93.49","80.26","75.27","55.04","60.88","56.42","62.92","54.97","96.88","96.53","97.39","96.89","98.48","98.24","98.26","97.69","96.86","97.41","94.19","94.65","95.3","95.98","94.4","94.61","91.97","92.28","87","87.64","86.53","87.43","87.48"
"B R-Squared","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown","-15.6829","-10.721","-6.2159","-6.5932","-28.1867","-37.5136","-37.5592","-38.7745","-38.1184","-37.3555","-37.8132","-37.8826","-37.5727","-38.2826","-38.844","-38.1077","-13.1183","-9.8981","-10.375","-7.598","-7.3343","-7.6888","-6.7825","-20.1263","-19.1439","-19.3379","-20.6194","-28.1867","-37.5136","-37.5592","-38.7745","-38.1184","-37.3555","-37.8132","-37.8826","-37.5727","-38.2826","-38.844","-38.1077","-38.0936","-38.608","-38.6222","-38.2194","-38.8838","-38.2102","-38.1033"
"B Max Drawdown","-15.7424","-11.2973","-6.8361","-6.8361","-26.7416","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-11.5369","-9.6044","-9.6044","-9.6044","-9.6045","-9.6044","-7.4772","-19.7782","-19.7782","-19.7782","-19.7782","-26.7416","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925","-33.925"
"MD DIFF(P-B)","0.0594999999999999","0.5763","0.6202","0.2429","-1.4451","-3.5886","-3.6342","-4.84950000000001","-4.1934","-3.4305","-3.8882","-3.9576","-3.6477","-4.35760000000001","-4.919","-4.1827","-1.5814","-0.293699999999999","-0.7706","2.0064","2.2702","1.9156","0.6947","-0.348100000000002","0.6343","0.440299999999997","-0.841200000000001","-1.4451","-3.5886","-3.6342","-4.84950000000001","-4.1934","-3.4305","-3.8882","-3.9576","-3.6477","-4.35760000000001","-4.919","-4.1827","-4.1686","-4.683","-4.6972","-4.2944","-4.9588","-4.2852","-4.1783"
