"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.39,-0.15,0.44,0.27,0.28,0.15,0.29,-0.38,-0.16,-0.22,-0.71,0.18,-0.33,-0.23,-0.08,0.33,0.3,0.39,0.7,1.02,0.42,0.5,0.7,0.71,0.86,0.64,0.57,1.67,1.35,0.68,1.04,1.3,1.26,1.54,1.51,0.87,1.19,0.59,0.67,0.35,0.05,0.61,0.36,0.18,0.38,0.91,0.27,0.25,0.52,0.56,0.67,0.84,1.11,1.46,0.89,1.05
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.02,0.04,0.05,-0.19,0.23,0.12,0.18,-0.26,-0.02,-0.06,-0.43,-0.05,-0.17,-0.39,-0.3,0.28,0.03,0.35,0.74,0.85,0.31,0.36,0.37,0.53,0.8,0.78,1.37,1.28,1.32,0.9,0.82,0.72,0.9,1,0.96,0.82,0.85,0.62,0.26,0.23,0.24,0.23,0.17,0.1,0.24,0.29,0.02,0.1,0.09,0.24,0.44,0.36,0.54,0.74,0.58,0.67
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.93,0.83,0.94,0.78,0.82,0.86,0.86,0.89,0.85,0.95,1.04,0.98,1.05,1.14,1.05,0.91,1.02,1.02,0.92,1.03,1.1,1.02,1.06,1.03,1.06,1.04,0.86,0.83,0.78,0.87,0.91,0.96,0.95,1.04,0.89,0.91,0.92,0.94,0.98,1.02,0.94,0.96,1,0.93,0.94,0.96,1.01,1.04,1.04,0.93,0.98,0.98,0.98,0.94,0.83,0.84
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",83.21,80.98,82.83,75.25,89.39,91.99,90.83,93.91,92.48,90.35,92.06,91.86,94.6,95.48,93.29,84.19,87.22,84.91,81.08,84.01,88.72,84.84,87.45,84.57,84.75,86.45,69.64,73.47,66.25,67.42,73.21,77.31,76.64,77.9,74,65.87,75.31,70.5,82.98,76.94,85.29,86.04,84.74,78.1,84.05,86.79,88.21,88.29,87.84,85.85,85.35,85.39,78.8,70.74,71.23,69.7
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-13.7799,-12.9175,-14.3943,-28.5038,-27.7794,-30.648,-31.0016,-32.0162,-30.8891,-33.8425,-37.1484,-34.8882,-36.3905,-38.7744,-36.3471,-33.4102,-36.3901,-36.7131,-33.5156,-37.1209,-38.3185,-37.3391,-37.1185,-37.903,-37.6942,-37.9833,-32.9583,-12.6551,-12.7673,-17.0768,-19.8199,-19.5393,-19.6322,-17.6105,-18.6629,-19.4184,-18.3043,-18.4758,-18.9578,-20.324,-19.831,-21.0303,-19.9695,-18.0181,-16.079,-17.8223,-17.9183,-16.9164,-15.5963,-14.8741,-14.9645,-14.6243,-9.2427,-10.6932,-11.1711,-10.3493
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-0.394299999999999,0.4681,-1.0087,9.5663,10.2906,7.4221,7.0685,6.0538,7.181,4.2276,0.921699999999994,3.1819,1.67959999999999,-0.704300000000003,1.723,4.65989999999999,1.68,1.357,4.5545,0.949199999999998,-0.248400000000004,0.730899999999998,0.951599999999999,0.167099999999998,0.375899999999994,-0.489400000000003,-0.225900000000003,1.7912,1.679,-2.5487,-3.1928,-2.9122,-3.0051,-0.9834,-2.0359,-2.7913,-1.6772,-1.8487,-2.3307,-3.6969,-3.2039,-4.4032,-3.3424,-1.391,0.548099999999998,-1.1952,-1.9123,-0.910399999999999,0.409700000000001,0.165799999999999,0.0754000000000001,-0.1989,-0.190999999999999,-1.6415,-2.1194,-1.2976
