"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.86,-0.01,1.62,-0.92,-0.02,-0.33,0.13,0.45,-0.04,0.26,-0.24,0.05,-0.27,-0.1,0.01,0.36,0.74,0.42,0.28,1.29,1.32,1.28,0.79,0.62,0.79,0.02,-0.11,1.42,1.37,1.28,1.31,1.73,1.46,1.44,1.63,0.93,0.89,0.7,0.47,0.11,-0.33,0.68,0.79,0.5,1.21,1.25,0.85,0.27,0.6,0.95,1.91,1.44,0.54,1.23,1.31,1.36
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.3,-0.03,0.45,-0.49,0.23,-0.2,0.14,0.22,0.2,0.29,-0.29,-0.2,-0.42,-0.26,0.02,0.19,0.46,0.19,0.19,1.17,1.24,0.78,0.75,0.51,0.55,0.31,0.41,0.91,0.99,0.75,0.88,0.96,1,1.16,1.2,0.92,0.73,0.62,0.29,0.07,-0.07,0.59,0.42,0.44,0.85,0.78,0.44,0.23,0.43,0.48,1.06,0.73,0.4,0.76,1.01,0.85
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.82,0.95,1.09,0.92,1.02,0.99,0.97,1.04,1.18,1.23,1.21,1.25,1.31,1.22,1.06,1.41,1.28,1.37,1.51,1.37,1.1,1.18,1.11,0.93,1.03,1.05,1.03,0.99,1.18,1.13,1.08,1.12,1.2,0.81,0.76,0.88,0.85,0.92,0.89,1.01,1.01,0.87,0.91,0.94,0.93,0.91,1.09,1.14,0.95,1.03,1.02,0.94,1.05,0.84,0.74,0.88
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",56,61.26,85.91,57.32,92.3,86.19,91.87,91.18,90.71,92.6,89.28,90.23,89.67,85.1,84.58,87.72,89.18,87.35,89.49,87.76,80.97,80.12,77.67,83.74,85.93,85.81,70.99,67.56,71.54,73.92,73.68,75.69,72.7,80.42,76.11,65.13,73.65,66.75,75.36,77.64,82.44,70.77,82.06,79.7,66.12,74.87,77.58,73.39,70.56,78.75,78.25,81.54,78.77,64.63,59.46,66.08
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-16.7466,-14.4181,-15.2872,-41.3559,-34.5386,-33.8087,-32.217,-34.7878,-37.0348,-38.5198,-39.3075,-39.589,-41.9897,-42.0412,-36.1789,-43.1614,-40.3115,-42.3977,-47.3035,-44.1701,-39.2843,-40.2829,-39.3463,-33.622,-37.1848,-37.6684,-33.8298,-17.5815,-16.7859,-18.93,-19.4002,-18.4183,-21.0808,-13.7558,-16.3933,-20.8013,-18.6719,-15.7081,-15.0504,-20.0159,-19.7371,-14.9421,-17.3187,-17.809,-18.8238,-16.8613,-17.9275,-21.1827,-21.5737,-19.1133,-14.9516,-14.6619,-11.5451,-8.5957,-6.4477,-7.9041
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-3.361,-1.0325,-1.9016,-3.2858,3.5314,4.26139999999999,5.8531,3.2822,1.0353,-0.4497,-1.2374,-1.5189,-3.9196,-3.97110000000001,1.8912,-5.0913,-2.24140000000001,-4.3276,-9.2334,-6.1,-1.21420000000001,-2.2129,-1.2762,4.4481,0.885299999999994,-0.174500000000002,-1.0974,-3.1352,-2.3396,-4.4019,-2.7731,-1.7912,-4.4537,2.8713,0.233699999999999,-4.1742,-2.0448,0.918999999999999,1.5767,-3.3888,-3.11,1.685,-0.691600000000001,-1.1819,-2.1967,-0.234200000000001,-1.9215,-5.1767,-5.5677,-4.0734,0.0883000000000003,-0.236499999999999,-2.4934,0.456,2.604,1.1476
