"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",1,1.17,-0.58,0.51,-0.39,0.08,-0.34,-0.94,-0.45,-0.56,-0.03,0.52,0.56,0.54,0.43,0.32,0.47,0.57,0.66,0.05,-0.02,0.26,0.57,1.25,0.81,1.05,1.67,1.87,1.64,0.81,1.08,1,0.82,1.36,1.33,0.65,0.87,0.33,0.66,0.86,0.86,0.52,0.74,0.74,0.78,0.99,0.86,1.4,1.5,0.84,0.26,1,1.3,1.37,0.69,0.65
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.49,0.25,-0.44,0.15,-0.01,0.16,-0.1,-0.57,-0.16,-0.3,0.13,-0.03,0.34,0.02,-0.21,0.38,0.27,0.65,0.91,0.17,-0.04,0.18,0.42,0.75,0.77,1.23,1.88,1.56,1.5,1.1,0.92,0.66,0.84,0.89,0.64,0.59,0.65,0.63,0.32,0.61,0.65,0.23,0.4,0.45,0.38,0.38,0.38,0.69,0.41,0.35,0.24,0.48,0.77,0.58,0.26,0.39
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.11,1.1,1.05,1.14,1.19,1.2,1.24,1.14,1.01,1.01,1.01,1.01,0.97,1.08,1.14,0.8,0.91,0.85,0.75,0.87,1.09,1,1.03,1.14,1.04,1.04,0.9,0.88,0.76,0.86,0.96,1.01,0.89,1.23,1.08,0.87,0.92,0.88,0.99,0.9,0.86,0.95,0.94,0.93,0.9,0.93,0.85,0.87,0.98,0.92,0.98,1.04,0.91,1.05,0.95,0.84
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",86.91,91.17,82.15,87.32,96.11,96.02,94.8,95.34,94.03,92.38,89.24,93.86,93.09,94.3,97.2,81.17,85.04,82.4,77.05,82.14,91.42,85.57,87.31,88.93,85.35,84.09,70.88,64.38,60.97,62.76,64.84,67.47,75.36,76.46,73.44,74.16,75.93,65.44,80.95,84.65,83.87,82.04,85.59,75.33,83.88,87.38,85.49,83.69,90.25,83.06,80.11,77.08,74.13,77.11,78.97,76.19
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-15.9179,-17.2091,-16.4376,-33.181,-38.0806,-38.1063,-40.6996,-39.9685,-35.4017,-35.0519,-34.6473,-34.04,-32.2982,-33.5284,-36.7245,-30.4665,-32.9796,-31.4421,-28.3851,-32.0786,-37.3296,-36.2381,-36.062,-40.3846,-36.7742,-36.6651,-31.0549,-12.5864,-12.7359,-12.9006,-19.6478,-20.0351,-18.5484,-22.7946,-20.2892,-16.4573,-17.5785,-21.2785,-20.5202,-15.061,-15.7961,-19.4362,-16.2957,-16.1958,-14.3754,-16.7077,-14.2621,-13.1538,-11.503,-12.753,-15.4624,-15.5059,-9.6135,-10.6708,-12.082,-9.8286
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-2.5323,-3.8235,-3.052,4.8891,-0.0105999999999966,-0.0362000000000009,-2.6295,-1.8985,2.6684,3.01819999999999,3.4228,4.0301,5.7719,4.5417,1.3456,7.6036,5.0905,6.628,9.685,5.99149999999999,0.740499999999997,1.8319,2.0081,-2.3145,1.2959,0.828799999999994,1.6775,1.8599,1.7104,1.6275,-3.0207,-3.408,-1.9213,-6.1675,-3.6622,0.169799999999999,-0.9514,-4.6514,-3.8931,1.5661,0.831,-2.8091,0.331399999999999,0.4313,2.2517,-0.0806000000000004,1.7439,2.8522,4.503,2.2869,-0.422500000000001,-1.0805,-0.5618,-1.6191,-3.0303,-0.776899999999999
