"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",0.24,0.8,0.13,-0.74,-0.45,-0.22,-0.36,-0.12,-0.2,-0.08,0.25,0.28,0.28,0.46,0.36,0.49,1.02,0.83,0.48,0.67,0.95,1.31,0.94,1.39,0.88,0.87,1.28,2.14,1.93,1.39,1.56,1.71,1.45,1.72,1.8,0.79,0.69,0.56,0.63,0.63,0.57,0.89,1.16,1.25,1.61,1.17,1.26,1.31,1.35,1.24,1.47,1.52,1.11,1.58,1.49,1.18
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.28,0.21,-0.12,-0.07,0.02,-0.05,-0.09,-0.1,0.05,-0.03,0.26,-0.13,0.15,0.15,0.03,0.22,0.55,0.45,0.38,0.36,0.74,0.52,0.71,0.76,0.58,0.97,1.3,1.27,1.25,0.99,0.95,0.82,0.95,1.03,0.84,0.68,0.56,0.65,0.34,0.54,0.48,0.52,0.63,0.76,0.87,0.81,0.75,0.86,0.76,0.63,0.85,0.86,0.75,0.65,0.66,0.54
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.03,1.16,1.15,1.23,1.33,1.3,1.32,1.25,1.28,1.21,1.13,1.22,1.16,1.11,1.14,1.17,1.1,1.1,1.16,1.12,1.07,1.12,1.07,1.06,1.01,1.04,1.01,0.99,1.04,1.06,1.1,1.14,1.09,1.09,1,0.87,0.88,0.87,0.92,0.88,0.9,0.89,0.87,0.94,0.9,0.88,0.9,0.92,0.9,0.98,1,1,0.94,0.96,0.86,0.87
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",83.49,82.02,78.34,85.21,95.34,95.1,96.13,93.84,94.44,93.79,92.48,91.33,91.59,90.94,92.45,90.6,90,90.34,89.4,89.91,85.93,88.07,87.75,89.2,89.47,88.95,74.47,72.09,71.59,72.22,75.47,78.53,79.51,82.03,78.45,75.91,75.63,71.93,81.32,82.1,79.11,82.35,83.51,82.27,74.77,73.04,73.93,74.48,75.98,76.99,75.02,73.82,77.66,79.32,79.34,79.17
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-16.4653,-17.5941,-16.479,-41.6815,-42.5613,-40.3054,-40.6946,-39.4867,-40.1775,-38.7496,-36.006,-37.7796,-36.7934,-35.803,-36.5148,-37.9478,-36.1709,-35.8626,-38.8235,-37.5514,-38.1748,-38.4787,-37.9242,-36.881,-36.3905,-36.7441,-31.443,-15.128,-14.8256,-16.1916,-20.1602,-19.8812,-19.4304,-19.5274,-19.4184,-16.1951,-18.0409,-18.0009,-17.4353,-14.6061,-15.5108,-13.9198,-14.1454,-15.5304,-16.7337,-16.2213,-14.0936,-14.7424,-15.1203,-15.508,-15.0593,-15.0704,-9.7931,-7.7464,-7.4145,-7.9743
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-3.0797,-4.2085,-3.0934,-3.6114,-4.4913,-2.2353,-2.6245,-1.4167,-2.10740000000001,-0.679500000000004,2.0641,0.290499999999994,1.2767,2.2671,1.5553,0.122299999999996,1.89919999999999,2.2075,-0.753400000000006,0.518699999999995,-0.104700000000001,-0.408700000000003,0.145899999999997,1.1891,1.67959999999999,0.749799999999993,1.2894,-0.681699999999999,-0.379299999999999,-1.6635,-3.5331,-3.2541,-2.8033,-2.9003,-2.7914,0.431999999999999,-1.4138,-1.3738,-0.808200000000003,2.021,1.1163,2.7073,2.4817,1.0967,-0.1066,0.405799999999999,1.9124,1.2636,0.8857,-0.4681,-0.019400000000001,-0.645,-0.741400000000001,1.3053,1.6372,1.0774
