"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.22,0.39,0.5,-0.33,0.03,0.1,0.39,-0.53,-0.33,-0.28,-0.3,-0.24,-0.19,-0.46,-0.53,0.18,0.06,0.36,0.42,-0.07,-0.21,0.43,0.24,0.8,0.94,0.84,0.87,1.06,1.02,0.66,0.7,0.82,1.21,1.12,0.82,0.88,0.52,0.56,0.17,0.36,0.31,0.43,0.38,0.42,0.39,0.62,0.33,0.38,0.5,0.41,0.45,0.76,0.81,0.58,0.43,0.73
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.91,0.92,0.9,0.83,0.97,1.07,1.04,1.16,1.15,1.15,1.18,1.25,1.26,1.41,1.19,1.04,1.02,1,0.99,1.04,1.12,0.9,0.98,0.85,0.86,0.96,0.84,0.86,0.97,0.95,0.91,1.08,0.99,1.14,0.96,0.85,0.91,0.9,0.96,0.98,0.96,0.97,0.97,0.91,0.89,0.9,0.95,0.97,1.01,0.94,1.01,0.95,0.94,0.92,0.82,0.8
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",87.86,86.81,84.66,81.17,91.69,92.5,90.27,93.9,94.14,92.24,94.53,95.95,96.54,95.83,94.92,88,86.94,88.23,86.87,90.78,90.49,86.36,89.2,83.88,84.67,88.57,70.58,79.26,76.35,73.69,79.93,71.42,71.94,73.13,67.17,65.02,71.42,60.9,74.39,80.42,81.95,83.72,85.33,75.7,77.51,80.13,84.01,84.08,85.84,82.04,84.24,81.98,80.21,78.92,73.5,71.15
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-13.4463,-14.6214,-13.9416,-33.8784,-32.6031,-35.2971,-34.3718,-39.9298,-39.094,-38.8838,-39.2926,-40.2236,-40.5471,-42.7278,-39.0546,-36.1855,-36.4356,-36.0851,-35.852,-36.8724,-39.9684,-32.211,-34.3804,-30.5765,-32.1613,-34.1597,-29.0418,-12.6075,-13.3559,-16.5111,-17.7431,-20.5147,-20.2078,-20.6099,-20.3238,-19.544,-20.2312,-20.8448,-22.0517,-17.6844,-17.5395,-18.6011,-18.2899,-18.4708,-18.198,-16.4752,-15.7106,-15.7767,-14.6138,-15.7339,-17.7202,-16.7176,-9.0034,-8.7498,-10.4998,-8.7766
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-0.0607000000000006,-1.2358,-0.555999999999999,4.1917,5.4669,2.773,3.6983,-1.8598,-1.0239,-0.813700000000004,-1.2225,-2.1535,-2.477,-4.65770000000001,-0.984500000000004,1.8846,1.6345,1.985,2.2181,1.1977,-1.89830000000001,5.859,3.68969999999999,7.4936,5.9088,3.3342,3.6906,1.8388,1.0904,-1.983,-1.116,-3.8876,-3.5807,-3.9828,-3.6968,-2.9169,-3.6041,-4.2177,-5.4246,-1.0573,-0.912400000000002,-1.974,-1.6628,-1.8437,-1.5709,0.151899999999998,0.295400000000001,0.2293,1.3922,-0.694000000000001,-2.6803,-2.2922,0.0483000000000011,0.3019,-1.4481,0.2751
