"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.88,-0.16,1.39,-0.79,-0.5,-0.54,-0.68,-0.53,-0.52,-0.24,-0.4,-0.48,-0.44,-0.17,0.03,0.43,0.77,0.56,0.36,1.46,1.09,1.24,0.65,0.46,0.23,-0.49,-0.08,1.58,1.27,1.16,1.1,1.47,1.25,0.65,0.79,0.54,0.55,0.51,0.57,0.12,-0.3,0.81,1,0.92,1.79,1.52,1.36,0.4,0.61,0.24,0.1,0.4,-0.43,-0.15,0.68,0.61
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.41,-0.12,0.76,-0.42,-0.01,-0.49,-0.54,-0.76,-0.24,-0.2,-0.58,-1.19,-0.74,-0.77,0.2,0.6,1.04,0.87,0.7,1.95,1.82,1.08,1.03,0.47,0.31,-0.01,0.49,1.22,1.35,0.98,1.52,1.09,0.94,1.13,1.31,1.02,0.96,0.66,0.59,0.34,0.08,1.13,1.1,1.32,1.66,1.21,0.76,0.52,0.45,0.16,0.26,0.3,-0.37,-0.17,0.45,0.7
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.63,1.13,1.32,1.13,1.26,1.14,1.14,1.13,1.04,1.25,1.28,1.37,1.33,1.53,1.2,1.23,1.13,1.16,1.49,1.38,1.28,1.47,1.35,1.07,1.05,0.96,1.08,1.33,1.66,1.55,1.53,1.57,1.57,0.66,0.68,0.6,0.63,0.81,0.66,0.82,0.76,0.54,0.63,0.68,0.73,0.69,0.99,1.18,0.89,1.05,1,0.89,1.11,0.93,0.85,0.94
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",32.24,58.77,74.77,44.14,84.24,78.91,78.49,78.28,77.18,85.24,82.56,77.47,73.32,74.2,68.77,64.62,71.72,66.46,74.08,74.94,67.07,69.69,62.8,69.24,76.75,79.26,54.93,45.81,49.25,48.87,50.96,57.83,68.55,53.24,51.83,43.21,43.64,58.82,57.82,76.77,71.22,35.76,59.33,33.87,36.33,60.96,71.17,60.71,61.49,62.54,63.1,68.05,65.46,53.06,57.97,47.15
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-16.8523,-17.5044,-18.6514,-46.9412,-40.2261,-39.7958,-40.1616,-40.827,-40.1278,-41.199,-41.7949,-47.4928,-45.1905,-56.0702,-39.2743,-47.1062,-39.1756,-41.9803,-51.3137,-49.4197,-49.3665,-51.4781,-52.5641,-42.4299,-41.1336,-38.1453,-36.5741,-21.5796,-21.518,-24.452,-24.6127,-24.7072,-24.3528,-11.7015,-10.9759,-10.9964,-11.6763,-11.78,-12.5969,-15.5167,-13.9928,-15.3731,-10.5408,-18.152,-19.2143,-17.2107,-13.9025,-22.291,-18.5747,-20.2566,-17.4346,-13.1385,-12.7745,-12.2781,-8.5485,-9.8383
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-3.4667,-4.1188,-5.2658,-8.87110000000001,-2.1561,-1.7257,-2.0915,-2.757,-2.0577,-3.1289,-3.7248,-9.42270000000001,-7.1204,-18.0001,-1.2042,-9.0361,-1.10550000000001,-3.9102,-13.2436,-11.3496,-11.2964,-13.4081,-14.494,-4.35980000000001,-3.0635,-0.651400000000002,-3.8417,-7.1333,-7.0717,-9.9239,-7.9856,-8.0801,-7.7257,4.9256,5.6511,5.6307,4.9508,4.8471,4.0302,1.1104,2.6343,1.254,6.0863,-1.5249,-2.5872,-0.583600000000001,2.1035,-6.285,-2.5687,-5.2167,-2.3947,1.2869,-3.7228,-3.2264,0.5032,-0.7866
