"","1 Y 2018-01-02 to 2019-01-07","1 Y 2018-02-02 to 2019-02-07","1 Y 2018-03-05 to 2019-03-07","1 Y 2018-04-02 to 2019-04-07","1 Y 2018-05-02 to 2019-05-07","1 Y 2018-06-04 to 2019-06-07","1 Y 2018-07-02 to 2019-07-07","1 Y 2018-08-02 to 2019-08-07","1 Y 2018-09-03 to 2019-09-07","1 Y 2018-10-03 to 2019-10-07","1 Y 2018-11-02 to 2019-11-07","1 Y 2018-12-03 to 2019-12-07","1 Y 2019-01-02 to 2020-01-07","1 Y 2019-02-04 to 2020-02-07","1 Y 2019-03-05 to 2020-03-07","1 Y 2019-04-02 to 2020-04-07","1 Y 2019-05-02 to 2020-05-07","1 Y 2019-06-03 to 2020-06-07","1 Y 2019-07-02 to 2020-07-07","1 Y 2019-08-02 to 2020-08-07","1 Y 2019-09-03 to 2020-09-07","1 Y 2019-10-03 to 2020-10-07","1 Y 2019-11-04 to 2020-11-07","1 Y 2019-12-02 to 2020-12-07","1 Y 2020-01-02 to 2021-01-07","1 Y 2020-02-03 to 2021-02-07","1 Y 2020-03-02 to 2021-03-07","1 Y 2020-04-03 to 2021-04-07","1 Y 2020-05-04 to 2021-05-07","1 Y 2020-06-02 to 2021-06-07","1 Y 2020-07-02 to 2021-07-07","1 Y 2020-08-03 to 2021-08-07","1 Y 2020-09-02 to 2021-09-07","1 Y 2020-10-05 to 2021-10-07","1 Y 2020-11-02 to 2021-11-07","1 Y 2020-12-02 to 2021-12-07","1 Y 2021-01-04 to 2022-01-07","1 Y 2021-02-02 to 2022-02-07","1 Y 2021-03-02 to 2022-03-07","1 Y 2021-04-05 to 2022-04-07","1 Y 2021-05-03 to 2022-05-07","1 Y 2021-06-02 to 2022-06-07","1 Y 2021-07-02 to 2022-07-07","1 Y 2021-08-02 to 2022-08-07","1 Y 2021-09-02 to 2022-09-07","1 Y 2021-10-04 to 2022-10-07","1 Y 2021-11-02 to 2022-11-07","1 Y 2021-12-02 to 2022-12-07","1 Y 2022-01-03 to 2023-01-07","1 Y 2022-02-02 to 2023-02-07","1 Y 2022-03-02 to 2023-03-07","1 Y 2022-04-04 to 2023-04-07","1 Y 2022-05-02 to 2023-05-07","1 Y 2022-06-02 to 2023-06-07","1 Y 2022-07-04 to 2023-07-07","1 Y 2022-08-02 to 2023-08-07","1 Y 2022-09-02 to 2023-09-07","1 Y 2022-10-03 to 2023-10-07","1 Y 2022-11-02 to 2023-11-07","1 Y 2022-12-02 to 2023-12-07","1 Y 2023-01-02 to 2024-01-07","1 Y 2023-02-02 to 2024-02-07","1 Y 2023-03-02 to 2024-03-07","1 Y 2023-04-03 to 2024-04-07","1 Y 2023-05-02 to 2024-05-07","1 Y 2023-06-02 to 2024-06-07","1 Y 2023-07-03 to 2024-07-07","1 Y 2023-08-02 to 2024-08-07"
"P Information Ratio",1.76,1.75,0.42,-0.91,0.17,0.26,0.79,-1.15,-0.2,1.58,-0.17,-1.11,-1.17,-0.1,-0.04,1.17,-0.11,0.83,0.87,-0.56,-0.36,-0.11,-0.12,0.27,0.73,0.79,0.83,2.67,4.87,3.62,3.75,2.56,1.8,2.75,3.79,1.57,1.68,1.36,1.52,0.89,0.68,0.46,0.95,1.36,0.39,0.75,0.69,0.46,1.21,0.29,1.14,0.73,-0.04,1.34,-0.15,0.13,0.21,0,0.21,0.78,1.88,4.05,2.01,2.28,2.36,2.75,2.39,2.45
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.7,0.73,0.17,-0.22,0.16,-0.04,0.15,-0.51,0.11,0.19,0.04,-0.8,-0.37,-0.5,-0.32,-0.09,0.07,0.7,0.87,-0.27,0.05,0.04,0.24,-0.2,0.48,0.83,0.66,2.22,3.38,3.18,2.97,2.1,2.35,2.27,2.3,1.73,1.81,1.87,0.94,1.15,0.7,0.41,0.16,0.72,0.48,0.84,0.24,0.16,0.11,0.27,0.4,0.26,0.22,0.28,0.24,-0.12,0.08,0.1,0.3,0.68,1.32,1.66,1.48,1.27,1.8,1.28,1.43,1.04
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.1,1.16,0.98,0.93,1.07,1.09,1.14,1.13,1.21,1.15,1.16,1.14,1.04,1.13,0.99,0.7,0.92,0.88,0.8,0.96,1,0.96,1.02,1.01,1.06,1.07,1.03,0.87,0.75,0.75,0.87,0.99,0.75,0.78,0.66,0.62,0.68,0.69,0.88,0.76,0.78,0.82,0.84,0.98,0.97,1.03,1.04,0.95,0.96,0.9,1.05,1.09,1.11,1.07,0.91,0.9,0.85,0.92,0.9,0.85,0.85,0.8,0.67,0.76,0.75,0.81,0.8,0.84
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",96.12,92.15,87.51,93.08,93.25,91.51,91.24,94.41,91.3,88.2,87.35,88.77,83.5,80.33,80.39,62.39,96.1,91.89,85.07,92.25,93.21,89.28,90.57,92.73,93.82,93.46,71.83,51.21,48.18,54.68,57.1,51.81,49.4,56.09,62.16,46.41,59.37,49.53,76.46,80.23,79.42,86.07,90.01,88.33,78.34,88.36,91.18,89.72,91.91,87.25,88.88,94.37,78.35,83.96,83.72,86.3,73.7,60.25,71.55,56.7,74.13,80.94,73.75,68.14,48.64,62.63,71.51,73.11
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-16.1287,-17.1823,-14.7354,-14.8817,-16.3284,-15.0301,-15.9972,-16.0615,-14.5333,-9.8694,-11.4031,-12.1232,-11.1327,-12.2271,-9.9172,-28.1724,-31.6882,-29.9847,-28.2837,-34.0853,-34.5748,-32.4819,-35.46,-35.6706,-36.2427,-35.5586,-30.3806,-9.5887,-10.2873,-9.9147,-10.1367,-10.6264,-8.5851,-7.1418,-6.778,-6.2679,-6.67,-7.78,-11.9268,-14.1582,-12.343,-14.0575,-17.0339,-15.8358,-17.7495,-16.744,-16.337,-14.7044,-13.7096,-13.2349,-13.9574,-14.3633,-11.6126,-10.5093,-9.7791,-10.0274,-9.6801,-11.3847,-9.3917,-9.1493,-6.0636,-5.236,-4.5812,-4.7739,-5.1422,-5.5013,-5.662,-4.4565
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-11.9048,-10.366,-10.366,-10.366,-10.366,-10.366,-10.366,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.4647,-8.2248,-8.1887,-8.1887,-8.1887,-8.1887,-8.1887,-8.1888,-8.1887,-8.1887,-9.6228,-9.6228,-11.7147,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-8.172,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.4735
"MD DIFF(P-B)",-2.7431,-3.7967,-1.3498,-1.4961,-2.9428,-1.6445,-2.6116,-2.6759,-2.6285,0.496599999999999,-1.0371,-1.7572,-0.7667,-1.8611,0.4488,9.8977,6.3819,8.0854,9.7864,3.9848,3.49529999999999,5.5881,2.6101,2.3995,1.8274,1.9353,2.0841,-1.3639,-2.0986,-1.726,-1.948,-2.4377,-0.3964,1.047,1.4107,1.9208,2.9528,1.8428,-0.2121,0.2881,2.1033,0.470600000000001,-0.4068,0.791299999999998,-1.1224,-0.116900000000001,-0.331,1.3016,2.2964,1.805,1.0825,0.0620999999999992,-2.5609,-1.4576,-0.727399999999999,-0.9757,-0.628399999999999,-2.333,-0.34,-0.9773,0.4831,1.3107,1.9655,1.7728,1.4045,1.0454,0.8847,2.017
