"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",0.04,1.13,0.74,-0.15,-0.14,-0.32,-0.24,-0.32,-0.58,-0.48,-0.34,-0.06,-0.22,-0.19,-0.18,0.45,0.72,0.52,0.57,0.86,-0.08,0.28,0.2,1.13,1.12,0.7,0.8,1.74,1.32,1.05,1.16,1.91,0.97,1.5,1.49,0.62,0.59,0.33,0.48,0.35,0.22,0.52,0.61,0.54,0.73,0.85,1.67,1.71,1.36,1.13,2.24,1.17,0.89,0.17,-0.32,0.17
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.1,0.32,0.13,0.01,0.14,-0.06,0,-0.18,-0.2,-0.31,-0.31,-0.43,-0.19,-0.49,-0.38,0.43,0.7,0.68,0.78,0.79,0.01,0.23,0.2,0.76,1.09,0.94,1.46,1.1,0.87,1.07,0.93,1.07,0.75,1,0.88,0.62,0.45,0.58,0.32,0.28,0.22,0.22,0.33,0.3,0.4,0.52,0.65,0.63,0.45,0.54,0.94,0.51,0.63,0.08,-0.02,0.13
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.02,0.99,0.94,0.99,1.17,1.2,1.21,1.21,1.13,1.21,1.29,1.25,1.18,1.21,1.08,0.84,0.82,0.77,0.76,0.9,1.07,0.93,0.95,0.99,0.9,0.91,0.79,0.92,0.96,0.92,1.01,1.08,0.98,1.1,0.92,0.89,0.89,0.86,1.01,1.04,0.96,0.96,0.93,0.9,0.87,0.89,0.94,0.96,1,0.95,0.96,1,0.9,0.94,0.83,0.84
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",85.46,87.7,86.09,89.56,94.68,94.54,93.09,94.18,94.73,94.45,94.8,94.71,95.37,96.03,94.67,79.63,76.93,78.85,77.54,85.93,92.03,87.58,88.19,87.2,83.98,84.67,66.46,78.05,73.74,66.15,65.83,73.19,73.41,77.5,73.72,73.63,74.95,71.14,77.68,79.29,87.33,84.98,81.18,80.39,77.89,79.51,84.06,87.03,86.95,80.83,85.57,84.02,76.52,74.33,67.04,72.62
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-14.7949,-16.0206,-14.5678,-36.4628,-37.6003,-38.2881,-38.5618,-40.0022,-37.897,-39.4136,-40.7202,-40.7796,-39.7438,-39.7066,-36.9108,-31.8683,-30.3,-28.1499,-28.1414,-32.0282,-37.35,-33.2337,-33.5698,-36.6413,-33.1683,-33.3841,-30.4775,-13.7224,-13.9545,-15.1306,-21.0341,-21.904,-20.8285,-19.4099,-18.0452,-19.4064,-18.3746,-17.9634,-19.5424,-21.8168,-19.8558,-20.0412,-20.386,-18.6059,-19.847,-19.2023,-14.9037,-13.2107,-14.5499,-14.9015,-13.0027,-14.3753,-9.6466,-10.7456,-12.432,-12.0207
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-1.4093,-2.635,-1.1822,1.6073,0.469700000000003,-0.218000000000004,-0.491700000000002,-1.9322,0.173099999999998,-1.34350000000001,-2.6501,-2.70950000000001,-1.6737,-1.63650000000001,1.15929999999999,6.2018,7.7701,9.9202,9.9287,6.0419,0.720099999999995,4.8363,4.5003,1.4288,4.90179999999999,4.1098,2.2549,0.7239,0.491800000000001,-0.602499999999999,-4.407,-5.2769,-4.2014,-2.7828,-1.4182,-2.7793,-1.7475,-1.3363,-2.9153,-5.1897,-3.2287,-3.4141,-3.7589,-1.9788,-3.2199,-2.5752,1.1023,2.7953,1.4561,0.138399999999999,2.0372,0.0501000000000005,-0.594899999999999,-1.6939,-3.3803,-2.969
