"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.78,0.22,0.17,-0.45,0.61,0.71,0.93,1.08,0.06,0.4,-0.42,0.3,0.53,0.29,0.1,0.64,0.7,0.39,0.24,0.47,0.25,0.09,0.74,1.08,0.59,0.71,0.21,-0.53,-0.62,-0.43,1.36,0.82,1.34,0.36,1.27,0.36,0.62,0.39,0.31,0.1,-0.31,-0.13,-0.39,-0.56,-0.15,0.36,0.09,1.51,0.17,1.27,1.63,1.07,1.04,1.94,1.18,0.24
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.12,0.43,0.2,-0.28,0.81,0.53,0.67,0.9,0.18,0.51,-0.28,0.07,0.58,0.64,-0.19,0.48,0.51,0.14,0.25,0.75,1.46,0.49,0.58,1.1,0.95,0.9,0.89,0.9,0.72,0.47,1.43,0.79,1.4,0.92,1.01,0.48,0.81,0.34,0.21,0.05,-0.05,-0.14,-0.74,-0.49,-0.09,0.44,0.04,1.02,0.09,0.88,1.36,0.71,0.91,1.35,1.12,0.58
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.1,0.61,0.66,0.62,1.22,1.09,0.9,1.06,1.32,1.27,1.36,1.01,1.2,0.88,1.54,1.28,1.39,1.43,1.18,0.74,0.47,0.79,1.11,1.32,1.41,1.15,0.74,0.55,0.52,0.63,0.95,1.03,1.29,0.76,0.96,1.18,1.24,1.19,1.12,1.03,1.06,1.15,1.2,1.21,1.03,0.93,1.04,0.99,1.05,0.92,1.04,1.04,1.09,0.87,0.71,0.6
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",85.55,30.8,37.63,34.85,89.28,88.14,85.85,88.11,92.61,82.98,88.64,83.86,84.99,82,85.36,88.45,81.79,85.21,85.37,75,42.51,70.63,88.07,79.8,72.36,80.86,47.17,35.16,30.05,38.58,51.24,59.72,60.37,45.55,59.09,47.63,58.48,56.63,58.45,61.6,63.12,55.61,65.39,74.36,54.56,52.32,60.74,69.34,74.67,68.12,61.22,67.68,73.66,56.76,56.01,47.35
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-19.0361,-14.0181,-12.7098,-35.9387,-38.2707,-34.2821,-30.2628,-33.6875,-40.0556,-40.7378,-43.9128,-36.111,-38.2048,-32.1719,-45.8578,-41.0573,-41.4586,-41.6505,-39.5247,-27.1711,-20.8152,-27.2843,-37.3644,-44.8772,-48.2735,-36.9163,-23.8686,-9.6306,-11.5443,-10.9647,-18.8128,-25.2494,-24.0862,-24.7454,-23.9704,-30.6191,-28.245,-26.733,-23.3606,-20.6716,-20.4062,-23.0984,-26.2676,-30.0729,-29.0711,-25.4076,-25.4558,-13.2028,-26.7497,-14.7954,-17.2762,-19.5314,-14.7097,-9.2033,-6.4519,-10.2563
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-5.6505,-0.6325,0.675800000000001,2.1314,-0.200699999999998,3.788,7.8073,4.3825,-1.9855,-2.6677,-5.8427,1.9591,-0.134700000000002,5.8982,-7.7877,-2.9872,-3.3885,-3.5804,-1.45460000000001,10.899,17.2549,10.7857,0.705699999999993,-6.80710000000001,-10.2034,0.577599999999997,8.8638,4.8157,2.902,3.5634,-2.1857,-8.6223,-7.4591,-8.1183,-7.3434,-13.992,-11.6179,-10.1059,-6.7335,-4.0445,-3.7791,-6.4713,-9.6405,-13.4458,-12.444,-8.7805,-9.4498,2.8032,-10.7437,0.244499999999999,-2.2363,-5.106,-5.658,-0.1516,2.5998,-1.2046
