"","1 Y 2018-01-02 to 2019-01-07","1 Y 2018-02-02 to 2019-02-07","1 Y 2018-03-05 to 2019-03-07","1 Y 2018-04-02 to 2019-04-07","1 Y 2018-05-02 to 2019-05-07","1 Y 2018-06-04 to 2019-06-07","1 Y 2018-07-02 to 2019-07-07","1 Y 2018-08-02 to 2019-08-07","1 Y 2018-09-03 to 2019-09-07","1 Y 2018-10-03 to 2019-10-07","1 Y 2018-11-02 to 2019-11-07","1 Y 2018-12-03 to 2019-12-07","1 Y 2019-01-02 to 2020-01-07","1 Y 2019-02-04 to 2020-02-07","1 Y 2019-03-05 to 2020-03-07","1 Y 2019-04-02 to 2020-04-07","1 Y 2019-05-02 to 2020-05-07","1 Y 2019-06-03 to 2020-06-07","1 Y 2019-07-02 to 2020-07-07","1 Y 2019-08-02 to 2020-08-07","1 Y 2019-09-03 to 2020-09-07","1 Y 2019-10-03 to 2020-10-07","1 Y 2019-11-04 to 2020-11-07","1 Y 2019-12-02 to 2020-12-07","1 Y 2020-01-02 to 2021-01-07","1 Y 2020-02-03 to 2021-02-07","1 Y 2020-03-02 to 2021-03-07","1 Y 2020-04-03 to 2021-04-07","1 Y 2020-05-04 to 2021-05-07","1 Y 2020-06-02 to 2021-06-07","1 Y 2020-07-02 to 2021-07-07","1 Y 2020-08-03 to 2021-08-07","1 Y 2020-09-02 to 2021-09-07","1 Y 2020-10-05 to 2021-10-07","1 Y 2020-11-02 to 2021-11-07","1 Y 2020-12-02 to 2021-12-07","1 Y 2021-01-04 to 2022-01-07","1 Y 2021-02-02 to 2022-02-07","1 Y 2021-03-02 to 2022-03-07","1 Y 2021-04-05 to 2022-04-07","1 Y 2021-05-03 to 2022-05-07","1 Y 2021-06-02 to 2022-06-07","1 Y 2021-07-02 to 2022-07-07","1 Y 2021-08-02 to 2022-08-07","1 Y 2021-09-02 to 2022-09-07","1 Y 2021-10-04 to 2022-10-07","1 Y 2021-11-02 to 2022-11-07","1 Y 2021-12-02 to 2022-12-07","1 Y 2022-01-03 to 2023-01-07","1 Y 2022-02-02 to 2023-02-07","1 Y 2022-03-02 to 2023-03-07","1 Y 2022-04-04 to 2023-04-07","1 Y 2022-05-02 to 2023-05-07","1 Y 2022-06-02 to 2023-06-07","1 Y 2022-07-04 to 2023-07-07","1 Y 2022-08-02 to 2023-08-07","1 Y 2022-09-02 to 2023-09-07","1 Y 2022-10-03 to 2023-10-07","1 Y 2022-11-02 to 2023-11-07","1 Y 2022-12-02 to 2023-12-07","1 Y 2023-01-02 to 2024-01-07","1 Y 2023-02-02 to 2024-02-07","1 Y 2023-03-02 to 2024-03-07","1 Y 2023-04-03 to 2024-04-07","1 Y 2023-05-02 to 2024-05-07","1 Y 2023-06-02 to 2024-06-07","1 Y 2023-07-03 to 2024-07-07","1 Y 2023-08-02 to 2024-08-07"
"P Information Ratio",-1.01,-1.03,-0.05,-0.35,-0.7,-1.09,-1.02,-0.06,-0.47,-0.92,-0.44,0.56,0.27,0.6,-0.24,-1.41,-0.13,-0.41,-0.77,0.14,0.26,0,-0.07,0.81,-0.11,-0.29,0.25,2.8,1.36,1.8,1.16,1.82,2.2,3.16,3.01,1.27,1.37,0.81,0.99,0.56,0.27,-0.2,0.73,0.45,1.85,0.73,1.09,0.19,0.21,-0.3,0.12,0.18,-0.16,0.79,1.36,0.99,0.94,1.21,1.17,1.86,1.31,1.44,3.16,2.35,0.25,1.04,0.56,1.47
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.2,-0.85,-0.16,0,-0.05,-0.35,-0.26,-0.4,-0.39,-0.62,-0.12,0.21,0.27,0.15,-0.44,-1.09,1,-0.01,-0.41,0.22,0.64,0.17,-0.09,0.49,-0.33,-0.09,-0.52,1.11,-0.23,0.03,0.16,0.52,1.15,1.32,1.73,1.5,1.88,1.76,0.7,0.68,0.6,0.31,0.04,0.5,1.37,0.78,0.75,0.38,0.11,-0.63,-0.11,0.1,0.39,0.39,0.44,0.28,0.95,1.12,0.77,1.02,0.67,0.54,1.68,1.48,0.26,0.51,0.44,0.41
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.82,0.82,1.09,1.04,0.89,0.84,0.82,0.92,0.68,0.94,1.05,1,1.08,1.02,1.47,1.78,1.46,1.51,1.57,1.34,1.37,1.4,1.26,1.26,1.21,1.22,1.36,1.09,1.23,1.27,1.25,1.15,1.03,1.1,0.75,0.77,0.56,0.37,0.73,0.83,0.75,0.82,0.85,1.02,1.07,1.03,0.94,1,1,1.17,1.07,1.01,0.94,1.01,0.87,0.76,0.64,0.61,0.88,1.05,0.86,0.91,0.94,0.87,0.83,0.82,0.88,1.03
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",63.85,56.91,82.61,72.48,70.87,73.79,64.73,68.37,46.82,61.02,62.55,49.18,46.69,58.68,72.3,76.95,92.48,95.11,96.74,95.46,92.93,93.45,96.85,94.7,89.63,86.98,68.18,73.3,80.43,72.39,77.37,75.12,72.4,78.3,60.15,51.79,53.94,19.21,66.69,77.61,80.07,77.63,90.29,77.64,77.11,79.19,82.51,74.78,69.64,72.94,74.81,66.4,82.61,64.45,64.23,74.4,47.8,29.01,54.94,74.65,67.56,75.88,68.36,64.05,71.99,63.56,75.05,77.68
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-14.9761,-16.6701,-17.3022,-16.2107,-15.5579,-16.985,-15.703,-15.284,-14.5988,-13.0312,-11.7816,-10.8544,-12.2031,-11.3782,-14.3121,-47.1202,-41.9777,-44.5748,-47.851,-41.4238,-42.9503,-44.7738,-40.5517,-39.2528,-37.9903,-39.8608,-35.0182,-11.552,-11.2814,-12.146,-11.5316,-11.3567,-9.6677,-9.4227,-6.4634,-10.8053,-11.2902,-11.9296,-13.7303,-14.3907,-14.9606,-14.1425,-17.8011,-18.7093,-17.2608,-17.965,-15.2625,-18.1114,-17.9568,-18.0303,-16.557,-15.9144,-11.3918,-8.5056,-10.1992,-8.0216,-8.2236,-7.0779,-9.3137,-7.7509,-8.1924,-5.9649,-6.4141,-5.4092,-5.7588,-7.4156,-6.1286,-7.0295
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-11.9048,-10.366,-10.366,-10.366,-10.366,-10.366,-10.366,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.4647,-8.2248,-8.1887,-8.1887,-8.1887,-8.1887,-8.1887,-8.1888,-8.1887,-8.1887,-9.6228,-9.6228,-11.7147,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-8.172,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.4735
"MD DIFF(P-B)",-1.5905,-3.2845,-3.9166,-2.8251,-2.1723,-3.5994,-2.3174,-1.8984,-2.694,-2.6652,-1.4156,-0.4884,-1.8371,-1.0122,-3.9461,-9.0501,-3.9076,-6.50470000000001,-9.7809,-3.3537,-4.8802,-6.7038,-2.4816,-1.1827,0.0797999999999988,-2.3669,-2.5535,-3.3272,-3.0927,-3.9573,-3.3429,-3.168,-1.479,-1.2339,1.7253,-2.6166,-1.6674,-2.3068,-2.0156,0.0556000000000001,-0.514299999999999,0.3856,-1.174,-2.0822,-0.633700000000001,-1.3379,0.743500000000001,-2.1054,-1.9508,-2.9904,-1.5171,-1.489,-2.3401,0.546100000000001,-1.1475,1.0301,0.828100000000001,1.9738,-0.262,0.421100000000001,-1.6457,0.5818,0.1326,1.1375,0.7879,-0.8689,0.418100000000001,-0.556
