"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.73,0.13,1.3,-0.85,-0.11,-0.3,0.02,0.23,-0.11,0.15,-0.24,0.12,-0.2,-0.03,0.06,0.42,0.8,0.52,0.41,1.28,1.2,1.28,0.86,0.83,0.89,0.29,0.27,1.75,1.65,1.34,1.48,1.86,1.51,1.8,1.81,0.96,0.94,0.7,0.58,0.24,-0.12,0.78,0.84,0.66,1.28,1.26,0.92,0.46,0.75,1,1.74,1.46,0.76,1.4,1.34,1.39
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.13,0.03,0.29,-0.36,0.18,-0.13,0.09,0.07,0.12,0.17,-0.22,-0.18,-0.28,-0.21,-0.04,0.2,0.41,0.26,0.3,0.97,1.01,0.66,0.67,0.55,0.58,0.5,0.74,1.03,1.08,0.8,0.87,0.88,0.96,1.09,1.08,0.84,0.71,0.61,0.29,0.18,0.08,0.5,0.42,0.43,0.76,0.7,0.42,0.32,0.43,0.45,0.9,0.68,0.48,0.72,0.86,0.76
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.88,0.98,1.08,0.96,1.05,1.03,1.02,1.05,1.14,1.18,1.17,1.2,1.24,1.19,1.07,1.28,1.2,1.26,1.34,1.27,1.09,1.15,1.1,0.97,1.03,1.04,0.99,0.97,1.09,1.08,1.06,1.1,1.14,0.9,0.83,0.88,0.86,0.92,0.91,0.99,0.98,0.89,0.91,0.94,0.93,0.91,1.04,1.09,0.96,1.01,1.01,0.96,1.02,0.88,0.78,0.87
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",71.52,72.19,87.82,70.78,94.07,91.01,94.01,92.97,92.7,93.97,92.16,92.24,91.95,89.67,88.95,89.3,90.36,89.19,90.69,89.2,84.26,84.26,83.29,86.84,88.44,89.43,75.24,73.18,74.88,76.34,77.95,80.14,76.31,84.82,79.92,70.69,76.19,71.65,81.57,81.5,85.43,79.91,84.95,84.26,73.74,78.85,80.75,78.17,77.03,81.61,81.09,83.25,80.98,72.03,68.92,72.91
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-14.8567,-14.6303,-15.2403,-39.0083,-35.1039,-34.4052,-33.619,-35.2967,-36.5592,-37.7244,-38.3016,-38.485,-39.9591,-40.028,-36.1846,-40.5445,-38.7219,-40.087,-43.3897,-41.7802,-38.8572,-39.5011,-38.697,-34.7576,-37.0423,-37.4592,-33.2724,-16.043,-15.4702,-17.5269,-19.1038,-18.3971,-20.1328,-14.9127,-16.94,-19.4782,-18.0403,-16.1229,-15.733,-19.0262,-18.5481,-15.3543,-17.0095,-17.2529,-17.7861,-16.6208,-17.2119,-18.9837,-19.4005,-17.7623,-14.9549,-14.7785,-10.6296,-8.587,-7.1298,-8.2836
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-1.4711,-1.2447,-1.8547,-0.938200000000002,2.9661,3.6649,4.4511,2.7733,1.5109,0.345699999999994,-0.231500000000004,-0.414900000000003,-1.889,-1.9579,1.88549999999999,-2.4744,-0.651800000000001,-2.01690000000001,-5.3196,-3.7101,-0.787100000000002,-1.4311,-0.626900000000006,3.3125,1.0278,0.0346999999999937,-0.539999999999999,-1.5967,-1.0239,-2.9988,-2.4767,-1.77,-3.5057,1.7144,-0.313000000000002,-2.8511,-1.4132,0.504199999999997,0.894099999999998,-2.3991,-1.921,1.2728,-0.382400000000001,-0.625800000000002,-1.159,0.00629999999999953,-1.2059,-2.9777,-3.3945,-2.7224,0.0849999999999991,-0.3531,-1.5779,0.464700000000001,1.9219,0.7681
