"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.09,0,-0.04,-0.54,-0.36,0.02,-0.05,-0.16,0.01,0.17,0.02,0.51,0.25,0.5,0.43,0.32,0.41,0.46,0.48,0.78,1.16,1.18,1.11,0.88,0.53,0.62,0.97,1.99,2.12,1.16,1.4,1.13,1.58,1.72,1.86,1.08,1.11,0.72,0.86,0.67,0.47,0.89,0.93,0.85,1.49,1.25,0.27,0.39,0.83,0.79,0.53,1.32,1.22,2.48,2.43,1.49
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.21,-0.09,-0.22,-0.3,0.03,0.03,0.02,-0.2,0.14,0.17,0.15,0.17,0.15,0.23,0.1,0.14,0.05,0.24,0.39,0.44,0.97,0.64,0.82,0.59,0.34,0.85,1.22,1.45,1.63,0.83,0.87,0.48,1.02,0.99,0.87,0.81,0.88,0.65,0.27,0.48,0.48,0.51,0.48,0.53,0.73,0.6,0.15,0.37,0.43,0.36,0.39,0.68,0.6,1.09,1.04,0.93
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.95,1.05,1.15,1.06,1.06,1.04,1.05,0.99,1.03,1,0.95,1.01,1.07,1.06,1.12,1.24,1.27,1.34,1.33,1.26,1.11,1.2,1.17,1.08,1.16,1.17,1.08,0.92,0.9,1.02,1.01,1.04,1.06,1.04,0.98,0.9,0.92,0.94,0.9,0.87,0.88,0.89,0.93,0.95,0.95,0.93,0.95,0.98,0.92,0.97,1.03,0.99,1.01,0.97,0.87,0.87
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",75.94,80.55,83.36,78.9,93.53,92.9,92.9,92.2,91.92,91.55,88.35,88.59,90.48,90.6,91.4,90.06,91.46,90.62,90.37,89.16,83.14,84.15,86.1,84.4,86.92,85.96,73.1,64.37,67.67,75.07,77.39,83.81,80.2,82.86,80.05,73.75,73.87,70.24,88.21,84.5,81.44,81.88,86.13,82.42,81.45,80.88,79.72,77.8,80.73,80.92,77.04,77.12,82.06,76.13,78.07,67.9
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-15.8902,-15.0401,-16.2384,-35.7334,-35.2722,-34.6624,-35.5627,-34.2506,-34.5357,-33.7735,-33.183,-33.2322,-34.2584,-34.4036,-36.1142,-39.6644,-40.8932,-43.3975,-43.7004,-42.0121,-38.6842,-41.7602,-40.7404,-37.7285,-40.3008,-41.1697,-33.7601,-14.4778,-13.9077,-16.4906,-17.9563,-16.345,-18.7205,-18.6038,-18.8744,-17.1353,-18.6625,-19.1585,-17.6036,-15.3072,-15.7344,-15.9532,-15.5256,-14.5845,-13.7026,-14.9422,-16.9685,-18.3012,-16.3464,-15.0684,-16.4522,-15.1165,-8.6439,-8.3831,-7.1617,-7.0482
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-2.5046,-1.6545,-2.8528,2.33669999999999,2.7978,3.4077,2.5074,3.8194,3.5344,4.2966,4.8871,4.8379,3.81169999999999,3.6665,1.9559,-1.5943,-2.8231,-5.3274,-5.63030000000001,-3.942,-0.614100000000001,-3.6902,-2.6703,0.3416,-2.23070000000001,-3.6758,-1.0277,-0.0314999999999994,0.538600000000001,-1.9625,-1.3292,0.2821,-2.0934,-1.9767,-2.2474,-0.508200000000002,-2.0354,-2.5314,-0.976500000000001,1.3199,0.892699999999998,0.673899999999998,1.1015,2.0426,2.9245,1.6849,-0.962499999999999,-2.2952,-0.340399999999999,-0.0285000000000011,-1.4123,-0.6911,0.4078,0.6686,1.89,2.0035
