"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",0.23,-0.24,-0.35,-1.42,-0.36,-0.08,-0.07,-0.12,-0.07,0.27,-0.02,0.39,0.51,0.67,0.19,0.49,0.57,0.54,0.91,1.39,1.1,1.3,1.16,0.97,0.77,0.49,1.04,2.21,1.97,1.57,1.38,1.93,1.26,1.65,1.87,0.62,0.84,0.58,0.65,0.3,0.24,0.69,0.96,0.88,1.66,1.79,0.95,1.2,1.39,1.05,1.04,1.1,0.62,0.88,0.98,0.72
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.39,-0.28,-0.45,-0.49,0.05,0.06,0.09,-0.14,0.12,0.24,0.17,-0.01,0.37,0.31,0.07,0.28,0.32,0.34,0.89,1.01,0.85,0.58,0.82,0.54,0.56,0.75,1.47,1.63,1.86,1.44,1.25,1.07,0.95,1.04,0.96,0.58,0.8,0.64,0.46,0.38,0.37,0.41,0.64,0.57,0.78,0.94,0.55,0.79,0.68,0.48,0.61,0.51,0.38,0.36,0.52,0.32
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.87,1.01,1.14,1.13,1.35,1.3,1.25,1.18,1.08,1.15,1.07,1.15,1.02,0.98,1.02,0.99,1.04,1.02,1.03,1.06,1.1,1.04,1.07,1.13,1.15,1.16,1.09,0.97,0.85,1.01,1.02,0.92,0.95,1.16,0.99,0.86,0.93,0.83,0.9,0.91,0.91,0.88,0.89,1.03,0.97,1,0.92,0.93,0.93,0.99,1.01,1.03,1,0.98,0.92,0.93
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",56.62,64.88,71.85,77.01,93.69,93.36,93.5,92.37,91.5,93.4,89.93,89.99,89.29,89.66,87.68,88.58,87.88,86.43,84.81,85.16,86.96,84.55,86.17,86.74,86.9,85.9,70.29,60.24,57.55,63.65,61.06,75.92,78.87,78.96,77.83,72.42,72.93,70.4,78.56,77.33,75.81,81.07,75.76,83.87,79.48,81.37,78.17,75.92,79.95,80.09,79.96,81.3,77.48,71.75,76.03,76.55
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-15.9474,-17.3553,-17.4421,-42.4223,-42.1418,-40.2509,-38.9791,-38.0248,-36.8961,-37.2163,-35.0118,-35.95,-33.3148,-32.6013,-34.131,-33.6986,-34.5494,-35.2034,-36.0991,-35.6721,-38.3507,-37.9271,-37.0476,-38.8375,-39.7408,-39.9353,-34.5357,-16.3715,-14.4854,-15.5924,-20.1664,-16.2682,-16.3254,-21.6901,-16.7677,-14.2154,-14.8727,-14.6732,-15.2542,-17.8907,-17.435,-17.6181,-16.7972,-18.8308,-17.6541,-17.991,-17.207,-16.4458,-16.6549,-16.3441,-15.9961,-15.9808,-10.4913,-8.8852,-10.1216,-13.2368
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-2.5618,-3.9697,-4.0565,-4.3522,-4.0718,-2.1808,-0.909000000000006,0.0452000000000012,1.174,0.8538,3.0583,2.12009999999999,4.7553,5.46879999999999,3.9391,4.3715,3.5207,2.86669999999999,1.971,2.398,-0.280600000000007,0.142899999999997,1.02249999999999,-0.767400000000002,-1.6707,-2.4414,-1.8033,-1.9252,-0.0390999999999995,-1.0643,-3.5393,0.358899999999998,0.3017,-5.063,-0.140700000000002,2.4117,1.7544,1.9539,1.3729,-1.2636,-0.8079,-0.991,-0.170100000000001,-2.2037,-1.027,-1.3639,-1.201,-0.439799999999998,-0.648900000000001,-1.3042,-0.956200000000001,-1.5554,-1.4396,0.166500000000001,-1.0699,-4.1851
