"","1 Y 2018-01-02 to 2019-01-07","1 Y 2018-02-02 to 2019-02-07","1 Y 2018-03-05 to 2019-03-07","1 Y 2018-04-02 to 2019-04-07","1 Y 2018-05-02 to 2019-05-07","1 Y 2018-06-04 to 2019-06-07","1 Y 2018-07-02 to 2019-07-07","1 Y 2018-08-02 to 2019-08-07","1 Y 2018-09-03 to 2019-09-07","1 Y 2018-10-03 to 2019-10-07","1 Y 2018-11-02 to 2019-11-07","1 Y 2018-12-03 to 2019-12-07","1 Y 2019-01-02 to 2020-01-07","1 Y 2019-02-04 to 2020-02-07","1 Y 2019-03-05 to 2020-03-07","1 Y 2019-04-02 to 2020-04-07","1 Y 2019-05-02 to 2020-05-07","1 Y 2019-06-03 to 2020-06-07","1 Y 2019-07-02 to 2020-07-07","1 Y 2019-08-02 to 2020-08-07","1 Y 2019-09-03 to 2020-09-07","1 Y 2019-10-03 to 2020-10-07","1 Y 2019-11-04 to 2020-11-07","1 Y 2019-12-02 to 2020-12-07","1 Y 2020-01-02 to 2021-01-07","1 Y 2020-02-03 to 2021-02-07","1 Y 2020-03-02 to 2021-03-07","1 Y 2020-04-03 to 2021-04-07","1 Y 2020-05-04 to 2021-05-07","1 Y 2020-06-02 to 2021-06-07","1 Y 2020-07-02 to 2021-07-07","1 Y 2020-08-03 to 2021-08-07","1 Y 2020-09-02 to 2021-09-07","1 Y 2020-10-05 to 2021-10-07","1 Y 2020-11-02 to 2021-11-07","1 Y 2020-12-02 to 2021-12-07","1 Y 2021-01-04 to 2022-01-07","1 Y 2021-02-02 to 2022-02-07","1 Y 2021-03-02 to 2022-03-07","1 Y 2021-04-05 to 2022-04-07","1 Y 2021-05-03 to 2022-05-07","1 Y 2021-06-02 to 2022-06-07","1 Y 2021-07-02 to 2022-07-07","1 Y 2021-08-02 to 2022-08-07","1 Y 2021-09-02 to 2022-09-07","1 Y 2021-10-04 to 2022-10-07","1 Y 2021-11-02 to 2022-11-07","1 Y 2021-12-02 to 2022-12-07","1 Y 2022-01-03 to 2023-01-07","1 Y 2022-02-02 to 2023-02-07","1 Y 2022-03-02 to 2023-03-07","1 Y 2022-04-04 to 2023-04-07","1 Y 2022-05-02 to 2023-05-07","1 Y 2022-06-02 to 2023-06-07","1 Y 2022-07-04 to 2023-07-07","1 Y 2022-08-02 to 2023-08-07","1 Y 2022-09-02 to 2023-09-07","1 Y 2022-10-03 to 2023-10-07","1 Y 2022-11-02 to 2023-11-07","1 Y 2022-12-02 to 2023-12-07","1 Y 2023-01-02 to 2024-01-07","1 Y 2023-02-02 to 2024-02-07","1 Y 2023-03-02 to 2024-03-07","1 Y 2023-04-03 to 2024-04-07","1 Y 2023-05-02 to 2024-05-07","1 Y 2023-06-02 to 2024-06-07","1 Y 2023-07-03 to 2024-07-07","1 Y 2023-08-02 to 2024-08-07"
"P Information Ratio",-0.11,0.71,0.37,-0.44,0.12,-0.49,-0.29,-0.91,-0.89,0.09,-0.21,0.04,0.08,0.76,0.1,-0.6,0.22,0.47,0.15,0.2,0.35,0.03,-0.34,0.75,-0.09,0.23,0.79,3.19,3.44,2.84,3.05,2.85,2.08,3.45,4.31,1.48,1.55,1.1,1.52,0.52,0.84,0.25,1.14,1.96,2.3,1.32,1.4,0.59,0.65,0.51,0.85,0.54,0.05,2.01,1.83,1.18,1,1.85,0.89,1.14,0.73,2.99,2.11,2.78,1.73,1.72,1.04,1.12
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.3,0.26,0.13,-0.08,0.33,-0.3,-0.12,-0.82,-0.41,-0.36,0.12,-0.58,-0.03,0.05,-0.15,-0.42,0.84,0.76,0.77,0.3,0.56,-0.04,-0.08,0.23,-0.14,0.46,-0.38,1.58,1.38,1.35,1.76,1.16,1.68,2.23,2.27,1.39,1.77,1.72,0.85,1,0.76,0.47,0.36,1.09,1.22,1.29,0.98,0.55,0.26,0.26,0.46,0.4,0.47,0.49,0.68,0.38,0.67,0.81,0.41,0.6,0.91,1.47,1.33,1.11,1.19,0.46,0.6,0.38
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.99,1.09,1.01,1.12,1.06,1.1,1.1,1.13,1.16,1.25,1.11,1.32,1.16,1.12,1.23,1.35,1.18,1.17,1.22,1.15,1.13,1.16,1.09,1.13,1.07,1.11,1.27,1.07,1.15,1.15,1.16,1.2,0.94,0.9,0.75,0.76,0.64,0.58,0.81,0.78,0.75,0.77,0.77,1.03,1.03,1.03,0.93,0.88,0.92,1.02,1.06,1.07,1,1.03,0.88,0.8,0.78,0.86,0.86,0.97,0.78,0.83,0.79,0.88,0.74,0.85,0.93,0.95
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",86.63,85.79,79.65,85.2,84.72,90.61,88.16,82,78.44,78.68,72.52,71.84,66.63,63.24,72.44,80.34,94.51,93.67,94.4,94,91.49,93.69,92.03,93.5,93.02,93.53,79.44,68.55,66.37,65.03,70.1,75.12,63.02,66.05,59.64,61.52,58.77,42.72,80.98,83.62,84.76,88.08,90.92,90.74,85.54,86.04,81.47,73.34,78.14,78.45,77.15,77.42,82.68,86.39,86.27,78.57,71.86,79.1,75.25,75.3,64.27,69.88,69.14,75.1,62.99,80.1,80.08,75.57
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-16.4653,-17.5941,-16.479,-17.5845,-17.2067,-17.7122,-17.2827,-16.81,-17.0138,-13.947,-11.0545,-14.3419,-11.7804,-11.2498,-11.5036,-37.9478,-36.1709,-35.8626,-38.8235,-37.5514,-38.1748,-38.4787,-37.9242,-36.881,-36.3905,-36.7441,-31.443,-10.8888,-11.9324,-11.8593,-10.9386,-11.3286,-9.563,-7.3697,-7.4627,-8.6427,-10.1057,-10.13,-12.1798,-13.5473,-14.6684,-13.2157,-14.1454,-15.5304,-16.7337,-16.2213,-14.0936,-14.7424,-15.1203,-15.508,-15.0593,-15.0704,-11.0376,-7.7464,-7.4145,-7.9743,-9.3498,-8.143,-9.3247,-10.0537,-7.8629,-6.1687,-4.9542,-4.4606,-4.6497,-5.0603,-5.4508,-5.4428
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-11.9048,-10.366,-10.366,-10.366,-10.366,-10.366,-10.366,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.4647,-8.2248,-8.1887,-8.1887,-8.1887,-8.1887,-8.1887,-8.1888,-8.1887,-8.1887,-9.6228,-9.6228,-11.7147,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-8.172,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.4735
"MD DIFF(P-B)",-3.0797,-4.2085,-3.0934,-4.1989,-3.8211,-4.3266,-3.8971,-3.4244,-5.109,-3.581,-0.688500000000001,-3.9759,-1.4144,-0.883800000000001,-1.1376,0.122299999999996,1.89919999999999,2.2075,-0.753400000000006,0.518699999999995,-0.104700000000001,-0.408700000000003,0.145899999999997,1.1891,1.67959999999999,0.749799999999993,1.0217,-2.664,-3.7437,-3.6706,-2.7499,-3.1399,-1.3743,0.819100000000001,0.726000000000001,-0.453999999999999,-0.482900000000001,-0.507200000000001,-0.4651,0.899000000000001,-0.222099999999999,1.3124,2.4817,1.0967,-0.1066,0.405799999999999,1.9124,1.2636,0.8857,-0.4681,-0.019400000000001,-0.645,-1.9859,1.3053,1.6372,1.0774,-0.2981,0.9087,-0.273,-1.8817,-1.3162,0.378,1.5925,2.0861,1.897,1.4864,1.0959,1.0307
