"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.04,-0.99,-1.09,-0.77,-0.26,-0.16,-0.57,-0.53,-1.01,-0.63,-0.62,-0.24,-0.06,0.3,-0.11,0.09,0.17,0.18,0.58,1.08,0.6,0.83,0.88,0.92,0.64,0.65,1.18,2.51,2.3,1.65,1.61,1.82,1.2,1.72,1.74,0.75,1.12,0.55,0.66,0.93,0.98,1.14,1.36,1.17,2.02,2.02,1.68,1.91,2.4,0.58,0.52,1.63,0.14,0.31,-1.03,0.08
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.2,-0.74,-1.34,-0.75,0,-0.09,-0.43,-0.77,-1.04,-0.49,-0.29,-0.69,0.09,0.09,-0.02,0.24,0.3,0.28,1.03,1.44,0.84,0.35,0.89,0.91,1,1.51,2.26,2.54,2.67,2.2,2.12,1.57,1.71,1.59,1.55,1.02,1.24,0.87,0.93,1.19,1.12,1.15,1.37,1.29,1.45,1.76,1.55,1.79,1.32,0.75,0.69,1,0.26,0.25,-0.07,0.22
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.4,0.53,0.78,0.84,1.09,1.09,1.15,1.04,1.07,1.05,0.9,1.04,0.94,0.9,1,0.91,1.01,1,1.07,1.22,1.42,1.35,1.24,1.22,1.2,1.32,1.26,1.05,1.03,1.32,1.14,1.2,1.08,1.36,1.05,0.93,1.02,0.74,0.77,0.78,0.75,0.75,0.85,0.92,0.78,0.83,0.68,0.73,0.77,0.73,0.79,0.73,0.7,0.72,0.81,0.76
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",6.01,17.51,27.28,41.74,73.21,72.82,76.3,74.97,77.61,77.88,65.55,69.18,65.97,66.68,66.43,67.64,69.28,67.92,66.89,70.81,75.39,71.4,70.68,70.2,70.3,76.52,53.77,39.33,38.52,44.28,40.95,51.07,48.65,65.43,48.23,48.09,55.15,40.84,44.71,50.34,50.41,50.79,57.5,56.33,52.58,58.97,48.41,53.46,68.06,56.52,58.64,71,58.95,58.47,72.07,63.93
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-17.1153,-24.7911,-30.1727,-40.3566,-39.2928,-39.7186,-45.5332,-41.2537,-46.4901,-37.5321,-33.0323,-34.9483,-32.3706,-33.0627,-35.4497,-33.1199,-35.3735,-36.7357,-38.3153,-41.6669,-48.9731,-49.6916,-44.0307,-45.2618,-44.5907,-48.0805,-38.6877,-17.2275,-16.6694,-18.3713,-22.6694,-17.9296,-18.3852,-22.8514,-16.2451,-13.2633,-13.6351,-14.0467,-14.1103,-14.3523,-14.3011,-14.1968,-13.6006,-15.8076,-14.0499,-14.3559,-12.3562,-12.5079,-11.6155,-10.0144,-9.8569,-7.8148,-8.5399,-8.3126,-11.3321,-11.1327
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-3.7297,-11.4055,-16.7871,-2.2865,-1.2228,-1.64850000000001,-7.4631,-3.1837,-8.42,0.537999999999997,5.0378,3.12179999999999,5.69949999999999,5.0074,2.6204,4.9502,2.6966,1.3344,-0.245200000000004,-3.5968,-10.903,-11.6216,-5.96060000000001,-7.1917,-6.5206,-10.5866,-5.9553,-2.7812,-2.2231,-3.8432,-6.0423,-1.3025,-1.7581,-6.2243,0.381899999999998,3.3638,2.992,2.5804,2.5168,2.2748,2.326,2.4303,3.0265,0.819499999999998,2.5772,2.2712,3.6498,3.4981,4.3905,5.0255,5.183,6.6106,0.511800000000001,0.739100000000001,-2.2804,-2.081
