"","1 Y 2018-01-02 to 2019-01-07","1 Y 2018-02-02 to 2019-02-07","1 Y 2018-03-05 to 2019-03-07","1 Y 2018-04-02 to 2019-04-07","1 Y 2018-05-02 to 2019-05-07","1 Y 2018-06-04 to 2019-06-07","1 Y 2018-07-02 to 2019-07-07","1 Y 2018-08-02 to 2019-08-07","1 Y 2018-09-03 to 2019-09-07","1 Y 2018-10-03 to 2019-10-07","1 Y 2018-11-02 to 2019-11-07","1 Y 2018-12-03 to 2019-12-07","1 Y 2019-01-02 to 2020-01-07","1 Y 2019-02-04 to 2020-02-07","1 Y 2019-03-05 to 2020-03-07","1 Y 2019-04-02 to 2020-04-07","1 Y 2019-05-02 to 2020-05-07","1 Y 2019-06-03 to 2020-06-07","1 Y 2019-07-02 to 2020-07-07","1 Y 2019-08-02 to 2020-08-07","1 Y 2019-09-03 to 2020-09-07","1 Y 2019-10-03 to 2020-10-07","1 Y 2019-11-04 to 2020-11-07","1 Y 2019-12-02 to 2020-12-07","1 Y 2020-01-02 to 2021-01-07","1 Y 2020-02-03 to 2021-02-07","1 Y 2020-03-02 to 2021-03-07","1 Y 2020-04-03 to 2021-04-07","1 Y 2020-05-04 to 2021-05-07","1 Y 2020-06-02 to 2021-06-07","1 Y 2020-07-02 to 2021-07-07","1 Y 2020-08-03 to 2021-08-07","1 Y 2020-09-02 to 2021-09-07","1 Y 2020-10-05 to 2021-10-07","1 Y 2020-11-02 to 2021-11-07","1 Y 2020-12-02 to 2021-12-07","1 Y 2021-01-04 to 2022-01-07","1 Y 2021-02-02 to 2022-02-07","1 Y 2021-03-02 to 2022-03-07","1 Y 2021-04-05 to 2022-04-07","1 Y 2021-05-03 to 2022-05-07","1 Y 2021-06-02 to 2022-06-07","1 Y 2021-07-02 to 2022-07-07","1 Y 2021-08-02 to 2022-08-07","1 Y 2021-09-02 to 2022-09-07","1 Y 2021-10-04 to 2022-10-07","1 Y 2021-11-02 to 2022-11-07","1 Y 2021-12-02 to 2022-12-07","1 Y 2022-01-03 to 2023-01-07","1 Y 2022-02-02 to 2023-02-07","1 Y 2022-03-02 to 2023-03-07","1 Y 2022-04-04 to 2023-04-07","1 Y 2022-05-02 to 2023-05-07","1 Y 2022-06-02 to 2023-06-07","1 Y 2022-07-04 to 2023-07-07","1 Y 2022-08-02 to 2023-08-07","1 Y 2022-09-02 to 2023-09-07","1 Y 2022-10-03 to 2023-10-07","1 Y 2022-11-02 to 2023-11-07","1 Y 2022-12-02 to 2023-12-07","1 Y 2023-01-02 to 2024-01-07","1 Y 2023-02-02 to 2024-02-07","1 Y 2023-03-02 to 2024-03-07","1 Y 2023-04-03 to 2024-04-07","1 Y 2023-05-02 to 2024-05-07","1 Y 2023-06-02 to 2024-06-07","1 Y 2023-07-03 to 2024-07-07","1 Y 2023-08-02 to 2024-08-07"
"P Information Ratio",0.55,1.11,1.13,0.31,0.49,0.46,0.19,-0.77,-0.45,1.01,0.7,0.67,0.91,1.52,0.95,-0.22,0.06,0.07,0.16,0.47,1.28,0.16,0.09,0.59,0.14,-0.66,-0.92,-0.38,-0.26,-0.56,0.2,-0.33,0.34,0.01,-0.04,0.29,0.45,0.49,0.84,0.48,0.21,-0.64,-0.26,-0.54,-0.33,-0.07,-0.09,-0.9,-1.53,-0.71,-0.91,-0.85,-1.33,-0.26,-0.42,0.14,0.3,1.17,0.71,1.15,0.59,2.17,2.74,3.17,2.3,1.93,2.04,1.23
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",1,0.53,0.28,0.08,0.22,-0.19,0.03,-0.71,-0.23,0.39,0.42,-0.07,0.34,0.59,0.73,0.6,0.85,0.26,1.3,0.61,0.56,0.41,0.2,0.58,0.1,-0.64,-2.55,0.85,0.38,0.41,1.87,1.63,1.24,2.27,0.58,1.02,1.99,1.48,0.72,1.02,0.51,-0.23,-0.46,-0.38,0.02,0.78,-0.36,-1.32,-1.56,-1.4,-1.31,-0.87,-0.32,-0.5,-0.11,0.11,0.54,0.87,0.6,0.82,0.91,1.64,2.85,1.65,1.85,0.66,1.52,0.85
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.21,1.3,1.27,1.41,1.41,1.42,1.31,1.37,1.4,1.51,1.6,1.58,1.56,1.46,1.64,1.74,1.25,1.19,1.48,1.24,0.99,0.99,1,1.03,1.03,1.06,1.34,0.72,0.81,0.69,0.43,0.47,0.66,0.4,0.84,0.55,0.44,0.78,0.96,0.93,0.95,1.01,0.97,1.27,1.39,1.27,1.08,1.06,1.18,1.53,1.55,1.5,1.11,1.13,1.02,0.86,0.88,1.06,0.98,1.21,0.9,0.86,0.69,1.04,0.93,1.02,0.95,0.96
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",79.47,78.65,83.56,90.12,90.54,92.63,76.96,69.29,71.73,62.05,66.05,63.47,66.69,61.48,65.47,70.56,90.86,89.09,94.88,89.04,91.26,91.12,88.17,89.55,89.51,89.03,77.49,32.64,48.66,43.32,10.4,13.26,24.94,2.91,27.91,12.17,6.8,22.33,66.47,75.9,76.41,75.68,77.79,70.8,59.18,57.26,59.51,56.83,67.78,74.05,71.16,71.03,70.29,77.28,75.49,51.35,50.96,61.81,41.35,59.84,46.77,50.2,27.45,52.6,44.97,67.36,52.86,49.08
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-21.6761,-21.9489,-20.4446,-21.8718,-21.9465,-21.7452,-19.8309,-19.2866,-17.5467,-15.6193,-15.5935,-15.9377,-14.4419,-13.0851,-14.2548,-42.7712,-39.2951,-37.9785,-43.2812,-38.7942,-34.1407,-34.5048,-35.4833,-34.6266,-35.8938,-34.8646,-31.7366,-9.923,-8.3344,-8.2349,-6.7036,-6.7383,-6.5542,-8.8449,-7.9067,-9.1754,-9.0441,-10.6371,-14.3154,-14.6442,-16.0152,-16.2988,-21.2151,-25.0094,-28.2847,-26.4747,-25.7739,-27.9823,-30.7933,-25.8386,-25.5305,-25.3263,-17.4362,-11.3684,-11.5031,-12.3403,-16.268,-10.6345,-11.1366,-12.5878,-11.8296,-10.0185,-6.8703,-6.5478,-6.1514,-7.579,-6.8074,-7.344
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-11.9048,-10.366,-10.366,-10.366,-10.366,-10.366,-10.366,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.4647,-8.2248,-8.1887,-8.1887,-8.1887,-8.1887,-8.1887,-8.1888,-8.1887,-8.1887,-9.6228,-9.6228,-11.7147,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-8.172,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.4735
"MD DIFF(P-B)",-8.2905,-8.5633,-7.059,-8.4862,-8.5609,-8.3596,-6.4453,-5.901,-5.6419,-5.2533,-5.2275,-5.5717,-4.0759,-2.7191,-3.8888,-4.7011,-1.225,0.0915999999999997,-5.2111,-0.7241,3.92939999999999,3.5652,2.5868,3.44349999999999,2.1763,2.62929999999999,0.728100000000001,-1.6982,-0.1457,-0.0461999999999989,1.4851,1.4504,1.6345,-0.6561,0.282000000000001,-0.986699999999999,0.5787,-1.0143,-2.6007,-0.197899999999999,-1.5689,-1.7707,-4.588,-8.3823,-11.6576,-9.8476,-9.7679,-11.9763,-14.7873,-10.7987,-10.4906,-10.9009,-8.3845,-2.3167,-2.4514,-3.2886,-7.2163,-1.5828,-2.0849,-4.4158,-5.2829,-3.4718,-0.3236,-0.00109999999999921,0.395300000000001,-1.0323,-0.2607,-0.870500000000001
