"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.19,0.76,0.61,0.27,-0.21,-0.43,-0.48,-0.59,0.08,-0.13,0.6,0.58,-0.73,0.15,0.28,0.24,0.29,0.11,0.62,0.03,0.2,0.58,1.07,0.77,0.52,1.16,0.9,1.23,1.7,1.27,0.82,1.73,1.12,1.26,1.29,0.95,0.93,0.52,0.85,1.25,0.42,0.88,1.18,1.45,1.16,1.44,1.79,0.45,1.18,1.19,0.83,1.53,0.86,2.06,1.33,1.64
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.06,0.07,-0.06,0.09,-0.04,-0.1,-0.21,-0.52,0.16,-0.03,0.33,0.03,-0.3,-0.21,-0.01,0.08,0.08,0.23,0.56,-0.1,-0.14,0.25,0.78,0.43,0.53,1.19,1.55,0.89,1.5,1.47,0.71,0.95,0.71,0.86,0.73,0.84,0.69,0.76,0.4,0.65,0.33,0.41,0.67,0.8,0.5,0.56,0.76,0.22,0.42,0.6,0.41,0.78,0.53,0.63,0.6,0.75
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.87,1.16,1.18,1.2,0.96,1.14,1.23,1.16,0.94,0.96,0.89,1.14,1.07,1.22,0.94,1.08,1.14,0.89,0.97,1.18,1.19,1.08,1.07,1.06,0.91,0.97,0.92,0.88,0.78,0.85,1.07,1.07,0.99,1.16,0.96,0.86,0.83,0.84,0.97,0.99,0.95,0.89,0.89,0.91,0.87,0.91,0.87,0.93,0.94,0.9,1.02,1.03,0.86,0.97,0.92,0.93
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",70.37,92.51,90.21,85.64,91.68,93.92,95.8,91.36,92.38,92.18,94.36,96.62,96.32,93.89,92.36,87.91,89.72,83.07,86.05,90.67,92.07,88.33,85.4,88.19,85.18,88.37,68.03,77.02,60.65,63.57,66.38,76.34,77.38,76.02,75.34,68.9,72.13,68.95,85.14,88.4,86.56,84.01,85.34,81.63,85.73,89.18,82.96,86.09,88.06,81.91,83.85,78.11,74.39,84.89,79.25,75
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-14.1286,-15.7427,-16.5081,-35.4491,-32.2144,-38.6525,-41.1528,-40.3166,-33.0884,-33.2723,-30.6358,-36.3163,-36.1974,-38.6087,-32.4702,-37.4535,-39.3426,-32.6658,-33.9286,-39.2357,-39.4544,-38.0963,-36.8603,-37.1864,-32.0379,-35.4249,-34.1559,-14.316,-12.6785,-15.7783,-20.3085,-18.4372,-21.4457,-19.3282,-17.7995,-20.1101,-18.9665,-19.6197,-16.7595,-16.8128,-19.2498,-17.5623,-15.4287,-13.5356,-12.469,-13.5877,-11.5467,-16.3042,-13.1014,-14.8783,-14.6329,-12.6891,-9.9654,-8.1804,-10.1635,-9.4314
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-0.743,-2.3571,-3.1225,2.621,5.8556,-0.582400000000007,-3.0827,-2.2466,4.9817,4.7978,7.4343,1.7538,1.87269999999999,-0.538600000000002,5.5999,0.616599999999998,-1.2725,5.4043,4.14149999999999,-1.1656,-1.3843,-0.0262999999999991,1.20979999999999,0.883699999999997,6.0322,2.069,-1.4235,0.1303,1.7678,-1.2502,-3.6814,-1.8101,-4.8186,-2.7011,-1.1725,-3.483,-2.3394,-2.9926,-0.132400000000001,-0.185700000000001,-2.6227,-0.935200000000002,1.1984,3.0915,4.1581,3.0394,4.4593,-0.298200000000001,2.9046,0.1616,0.407,1.7363,-0.9137,0.8713,-1.1118,-0.3797
