"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",0.61,1.14,0.74,-0.6,-0.29,-0.28,-0.32,0.07,-0.03,0.53,0.3,0.64,0.55,0.45,0.37,0.48,0.88,0.61,0.55,0.55,0.95,0.47,0.35,0.58,0.8,0.04,0.15,0.02,-0.03,-0.13,0.19,0.17,0.01,-0.34,-0.27,-0.27,-0.41,-0.15,-0.08,-0.38,-0.35,-0.45,-0.44,-0.73,-0.31,-0.07,0,-0.24,-0.41,-0.01,-0.04,0.12,0,0.58,0.28,0.53
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.68,0.45,0.29,0.11,0.16,-0.13,-0.12,0.24,0.3,0.62,0.38,0.5,0.52,0.43,0.09,0.4,0.82,0.44,0.46,0.33,0.65,0.36,0.42,0.58,0.5,0.14,0.41,0.72,0.62,0.23,0.41,0.59,0.37,0.24,0.11,-0.03,0.01,0.15,-0.09,-0.12,-0.31,-0.35,-0.31,-0.55,-0.27,-0.05,-0.11,-0.26,-0.25,-0.48,-0.28,0.04,0.41,0.25,0.16,0.51
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.36,1.45,1.44,1.53,1.56,1.55,1.62,1.49,1.59,1.31,1.29,1.36,1.29,1.16,1.28,1.41,1.21,1.19,1.38,1.2,0.96,1,1.02,1,1.01,1.02,1.04,0.82,0.87,0.85,0.77,0.84,0.84,0.7,0.88,0.79,0.8,0.93,1.02,1.07,1.18,1.12,1.05,1.09,1.06,1.03,1.09,1.08,1.06,1.33,1.34,1.3,1.05,1.1,0.97,0.91
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",75.44,76.37,74.44,83.06,95.27,95.02,90.92,91.21,91.58,86.53,84.17,85.75,85.75,84.77,84.48,84.31,79.01,82.55,87.1,83.58,79.21,81.9,83.47,81.75,83.72,82.74,70.3,48.95,60.58,59.28,47.99,50.85,51.45,32.74,50.42,43.75,46.77,55.79,75.51,80.17,70.14,72.19,82.4,72.28,52.4,44.43,61.63,59.74,62.37,70.82,68.24,67.98,64.8,66.96,63.79,56.11
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-21.6761,-21.9489,-20.4446,-46.6746,-46.6808,-46.3524,-47.4234,-43.6131,-46.8878,-40.0957,-40.126,-40.3774,-40.038,-37.5344,-39.8411,-42.7712,-39.2951,-37.9785,-43.2812,-38.7942,-34.1407,-34.5048,-35.4833,-34.6266,-35.8938,-34.8646,-31.7366,-14.6963,-13.3334,-16.9439,-21.3476,-21.1982,-21.0232,-25.311,-22.1635,-21.6729,-21.2931,-21.2803,-21.009,-21.286,-23.0584,-19.3858,-21.2151,-25.0094,-28.2847,-26.4747,-25.7739,-27.9823,-30.7933,-25.8386,-25.5305,-25.3263,-16.1842,-11.3684,-11.5031,-12.3403
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-8.2905,-8.5633,-7.059,-8.6045,-8.6108,-8.28230000000001,-9.3533,-5.5431,-8.8177,-2.0256,-2.0559,-2.30730000000001,-1.9679,0.535699999999999,-1.771,-4.7011,-1.225,0.0915999999999997,-5.2111,-0.7241,3.92939999999999,3.5652,2.5868,3.44349999999999,2.1763,2.62929999999999,0.995799999999999,-0.25,1.1129,-2.4158,-4.7205,-4.5711,-4.3961,-8.6839,-5.5365,-5.0458,-4.666,-4.6532,-4.3819,-4.6589,-6.4313,-2.7587,-4.588,-8.3823,-11.6576,-9.8476,-9.7679,-11.9763,-14.7873,-10.7987,-10.4906,-10.9009,-7.1325,-2.3167,-2.4514,-3.2886
