"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",0.15,-0.16,1.09,0.89,-0.14,-0.05,0.35,-0.45,-0.54,-0.61,-0.41,0.03,-0.26,-0.16,0.21,0.37,0.42,0.46,0.68,0.17,0.04,0.12,0.29,0.46,0.39,0.95,0.5,1.59,1.55,0.98,1.2,1.37,1.49,1.64,1.64,0.38,0.53,0.24,0.39,0.69,0.38,0.35,0.34,0.54,0.82,1.03,0.76,0.93,0.89,1.55,1.09,1.14,1.5,1.47,-0.19,0.3
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.12,-0.01,0.29,0.23,0.14,0.1,0.33,-0.25,-0.18,-0.37,-0.29,-0.37,-0.27,-0.49,-0.27,0.27,0.13,0.36,0.77,0.39,0.11,0.13,0.32,0.39,0.46,1.04,0.98,1.13,1.01,0.91,0.86,0.87,1.13,1.17,0.88,0.62,0.5,0.37,0.24,0.48,0.32,0.19,0.15,0.33,0.47,0.57,0.29,0.41,0.34,0.81,0.67,0.58,0.74,0.56,0.02,0.27
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.9,1,0.94,0.87,1.17,1.12,1.16,1.19,1.16,1.11,1.24,1.38,1.25,1.26,1.16,0.93,1.03,0.99,0.84,0.78,0.99,0.94,0.9,0.92,0.97,0.96,0.86,0.88,0.94,0.92,0.97,1.1,1.06,1.13,0.94,0.78,0.9,0.99,1.04,0.93,0.98,0.97,0.97,0.88,0.88,0.92,0.95,0.96,0.99,0.93,0.91,0.94,0.91,0.87,0.82,0.81
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",82.39,90.91,83.66,83.21,95.01,92.05,94.59,94.95,95.1,92.49,94.52,94.8,95.96,96.34,94.1,84.41,88.71,87.22,81.61,79.98,88.1,88.6,86.92,85.74,87.19,87.7,69.61,76.7,74.29,70.66,71.85,70.65,72.75,74.93,72.14,67.8,73.95,69.16,77.96,84.13,81.22,80.77,84.76,83.44,79.87,82.19,81.92,84.27,81.53,78.84,80.8,84.69,81.83,77.21,75.87,70.46
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-13.5693,-15.9251,-15.1704,-32.0488,-37.8411,-36.8486,-37.7916,-39.2202,-38.1778,-37.1125,-40.7392,-42.3241,-41.3861,-41.5046,-38.7743,-33.5664,-36.3332,-34.9534,-30.9588,-29.424,-34.1761,-32.7907,-31.5982,-33.6678,-35.2115,-35.6681,-28.7707,-13.2561,-13.64,-14.3615,-18.8587,-21.1901,-21.439,-20.7709,-20.7657,-18.4046,-18.8362,-19.443,-20.7641,-16.7231,-19.497,-21.4939,-20.6246,-17.2789,-15.5818,-16.2127,-17.9122,-16.8411,-17.0231,-14.9343,-15.0607,-15.9306,-8.3576,-8.8171,-10.7484,-11.6173
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-0.1837,-2.5395,-1.7848,6.0213,0.228900000000003,1.2215,0.278499999999994,-1.1502,-0.107700000000001,0.957599999999999,-2.6691,-4.254,-3.316,-3.43450000000001,-0.7042,4.50369999999999,1.7369,3.11669999999999,7.1113,8.6461,3.894,5.2793,6.4719,4.4023,2.8586,1.82579999999999,3.9617,1.1902,0.8063,0.166600000000001,-2.2316,-4.563,-4.8119,-4.1438,-4.1387,-1.7775,-2.2091,-2.8159,-4.137,-0.0960000000000001,-2.8699,-4.8668,-3.9975,-0.651800000000001,1.0453,0.414399999999997,-1.9062,-0.835100000000001,-1.0171,0.105599999999999,-0.0208000000000013,-1.5052,0.694100000000001,0.2346,-1.6967,-2.5656
