"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Alpha Stat",0.1,-0.07,-0.55,0.01,0.13,-0.1,-0.36,0.05,0.23,0.13,0.13,0.01,0.15,0.25,0.19,0.3,0.54,0.44,0.63,1.1,1.11,0.48,0.8,0.57,0.47,0.9,1.71,1.49,1.53,1.2,1.07,0.75,0.66,0.93,0.96,0.61,0.83,0.67,0.42,0.42,0.41,0.34,0.45,0.46,0.71,0.5,0.49,0.62,0.38,0.46,0.81,0.49,0.46,0.71,0.69,0.46
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.05,1.11,1.2,1.19,1.22,1.13,1.17,1.03,1.02,1.05,1.02,1,1.01,0.91,1.04,1.08,1.1,1.12,1.11,1.13,1.06,1.23,1.14,1.23,1.2,1.12,1.04,0.96,0.89,1,1.09,1.04,1.05,1.01,0.93,0.93,0.9,0.91,0.95,0.92,0.89,0.89,0.89,0.96,0.93,0.92,0.94,0.97,0.9,0.96,0.96,1.02,0.97,0.97,0.87,0.91
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",80.37,82.86,84.52,86.66,95.62,94.93,95.12,92.99,92.91,93.97,91.19,90.03,88.93,87.96,93.26,88.47,90.51,89.61,89.55,86.27,85.06,85.76,85.51,87.11,89.13,87.43,67.96,62.84,68.02,69.97,71.37,80.8,84.18,84.26,79.78,80.38,78.02,79.78,83.4,82.46,83.95,84.79,83.23,86.81,85.92,81.62,82.8,83.22,83.47,81.3,76.58,77.15,78.72,75.03,80.89,78.43
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-17.035,-16.2266,-17.0181,-37.7744,-39.1415,-36.7089,-37.827,-34.0272,-34.4667,-34.9488,-34.3431,-33.9202,-33.5482,-31.7021,-34.3252,-35.9424,-35.7762,-36.2987,-37.1129,-37.9913,-36.9433,-42.7792,-40.0761,-43.043,-41.5765,-40.1782,-35.0338,-15.2596,-14.9366,-15.6317,-21.4046,-17.5088,-17.3809,-17.2443,-16.6081,-16.2545,-15.6484,-15.5963,-16.47,-17.9404,-17.5531,-17.1639,-17.1656,-16.3197,-15.9902,-17.717,-15.9874,-15.8423,-16.2831,-14.5819,-12.4963,-12.9561,-10.4198,-9.3939,-8.2098,-9.166
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-3.6494,-2.841,-3.6325,0.295699999999997,-1.0715,1.3612,0.243099999999998,4.0428,3.60339999999999,3.1213,3.727,4.1499,4.5219,6.36799999999999,3.74489999999999,2.1277,2.29389999999999,1.7714,0.957199999999993,0.078799999999994,1.1268,-4.7092,-2.006,-4.9729,-3.50640000000001,-2.6843,-2.3014,-0.8133,-0.4903,-1.1036,-4.7775,-0.881700000000002,-0.753800000000002,-0.6172,0.0188999999999986,0.372599999999998,0.978699999999998,1.0308,0.1571,-1.3133,-0.926000000000002,-0.536800000000003,-0.538500000000003,0.307399999999998,0.636899999999999,-1.0899,0.0186000000000011,0.1637,-0.277100000000001,0.458,2.5436,1.4693,-1.3681,-0.3422,0.841900000000001,-0.1143
