"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.25,0.58,-0.19,-1.18,-0.78,-0.64,-0.66,-0.77,-0.54,-0.58,-0.59,0.08,-0.15,0.08,-0.14,0.02,0.19,0.45,0.82,0.85,1.04,1.34,1.27,1.11,0.83,0.88,1.11,1.72,1.69,1.34,1.38,1.71,1.53,2.01,2.28,1.23,1.2,0.92,0.89,0.79,0.61,0.99,1.17,1.29,1.89,1.56,1.26,1.18,1.51,1.39,1.55,1.51,1.4,1.29,0.98,0.98
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.07,0.06,-0.32,-0.39,-0.24,-0.38,-0.3,-0.58,-0.14,-0.4,-0.46,-0.3,-0.22,-0.34,-0.42,-0.1,-0.09,0.21,0.61,0.55,0.73,0.62,0.84,0.63,0.56,0.93,1.39,0.97,1.18,0.9,0.86,0.81,1.06,1.28,1.09,0.92,0.9,0.81,0.49,0.52,0.52,0.58,0.62,0.76,0.84,0.71,0.58,0.67,0.69,0.64,0.81,0.83,0.81,0.66,0.53,0.59
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.1,1.17,1.17,1.16,1.24,1.23,1.25,1.22,1.18,1.24,1.23,1.27,1.25,1.26,1.25,1.21,1.21,1.18,1.11,1.2,1.12,1.14,1.08,1.11,1.16,1.09,0.95,1.1,1.07,1.08,1.13,1.17,1.12,1.16,1,0.95,0.9,0.93,0.98,0.97,0.99,0.99,0.99,1.06,1.01,1.01,1,1.01,1,0.96,1.02,0.97,0.95,0.97,0.85,0.85
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",83.75,87.1,85.51,84.7,95.78,95.61,96.17,94.35,94.84,92.99,92.76,90.99,91.3,91.54,91.94,89.08,90.54,89.57,90.03,89.12,87.22,88.02,88.95,88.61,88.81,89.2,72.93,70.57,72.04,72.54,75.65,77.06,76.35,81.69,76.92,73.33,73.25,71.9,79.06,79.18,79.16,79.75,79.02,81.74,82.72,82.3,83.29,80.77,81.92,80.64,77.71,75.04,75.03,72.29,73.61,71.94
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-15.8899,-17.0011,-16.8437,-39.1296,-39.2806,-38.9705,-39.0946,-39.0375,-37.9202,-39.6,-39.3017,-39.2581,-39.1065,-39.1737,-39.3987,-38.8504,-39.1488,-37.9433,-36.7474,-39.097,-37.4482,-38.7787,-36.5158,-38.7996,-40.2432,-38.2324,-32.1074,-16.7325,-16.478,-17.2698,-20.5394,-20.0433,-19.3188,-18.7817,-18.7405,-17.754,-17.182,-16.3653,-16.8068,-16.7704,-17.4462,-17.3694,-17.2524,-16.8385,-16.422,-17.4596,-14.9517,-14.9341,-13.9658,-13.3607,-14.0619,-13.8969,-9.2817,-8.9948,-9.5155,-8.9096
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-2.5043,-3.6155,-3.4581,-1.05950000000001,-1.2106,-0.900400000000005,-1.0245,-0.967500000000001,0.149899999999995,-1.5299,-1.2316,-1.188,-1.0364,-1.1036,-1.3286,-0.780300000000004,-1.0787,0.126799999999996,1.3227,-1.0269,0.621899999999997,-0.7087,1.5543,-0.729500000000002,-2.17310000000001,-0.738500000000002,0.625,-2.2862,-2.0317,-2.7417,-3.9123,-3.4162,-2.6917,-2.1546,-2.1135,-1.1269,-0.5549,0.261799999999997,-0.1797,-0.1433,-0.819100000000002,-0.7423,-0.625300000000003,-0.211400000000001,0.205099999999998,-0.8325,1.0543,1.0719,2.0402,1.6792,0.978,0.528499999999999,-0.23,0.0569000000000006,-0.463799999999999,0.142100000000001
