"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.1,-0.17,-0.16,-0.55,-0.35,0.1,0.01,-0.08,0.13,0.3,0.1,0.54,0.32,0.58,0.49,0.23,0.25,0.36,0.36,0.68,1.27,1.17,1.14,0.73,0.34,0.5,0.85,1.86,2.07,1.03,1.17,0.65,1.53,1.57,1.8,1.08,1.11,0.74,0.85,0.62,0.47,0.83,0.87,0.8,1.45,1.19,-0.03,0.16,0.66,0.63,0.22,1.27,1.23,2.75,2.76,1.47
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.24,-0.19,-0.3,-0.37,0,0.06,0.03,-0.2,0.23,0.3,0.27,0.33,0.24,0.42,0.23,0.1,-0.08,0.18,0.34,0.37,1.18,0.74,0.97,0.57,0.16,0.85,1.16,1.53,1.81,0.79,0.87,0.33,1.1,1,0.87,0.86,0.98,0.67,0.27,0.53,0.56,0.59,0.53,0.59,0.82,0.63,0.02,0.31,0.42,0.32,0.24,0.72,0.59,1.32,1.28,1.12
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.93,1.06,1.21,1.09,1.03,1,1.02,0.94,1.01,0.94,0.87,0.95,1.04,1.02,1.13,1.35,1.39,1.51,1.49,1.35,1.12,1.27,1.23,1.11,1.23,1.24,1.16,0.93,0.89,1.05,1.01,1.02,1.08,1.03,0.99,0.9,0.93,0.96,0.88,0.82,0.86,0.87,0.93,0.96,0.97,0.94,0.95,0.99,0.9,0.97,1.05,0.99,1.04,0.98,0.88,0.88
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",66.13,75.37,79.77,72.6,90.9,90.02,89.37,88.54,89.08,87.6,81.71,82.77,86.97,87.03,88.78,88.54,89.92,89.53,89.17,87.94,79.5,80.93,83.58,80.16,83.96,81.96,68.53,57.14,61.17,71.43,71.59,81.68,77.36,80.29,78.78,69.82,69.6,66.25,87.17,79.13,75.85,75.25,82.82,78.31,77.32,76.8,74.45,72.71,75.97,76.8,72.59,72.97,81.38,72.84,73.62,57.58
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-16.4393,-14.795,-16.72,-35.6268,-34.787,-33.9129,-35.1588,-33.2452,-33.7173,-32.2647,-31.4584,-31.6442,-33.1936,-33.2469,-36.1697,-41.7125,-43.5236,-47.4232,-47.7787,-44.5696,-39.0337,-43.76,-42.53,-38.102,-42.3312,-43.2483,-34.5829,-15.1553,-14.6095,-17.5124,-17.3299,-14.7593,-18.9861,-18.8499,-19.3118,-17.1007,-19.4216,-20.1438,-17.9002,-15.0829,-15.4315,-15.7017,-15.1562,-13.8289,-13.8879,-16.0876,-17.681,-19.5882,-16.7961,-15.1562,-17.3672,-15.3013,-8.7597,-8.1624,-7.6809,-7.5907
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-3.0537,-1.4094,-3.3344,2.44329999999999,3.283,4.1572,2.9113,4.8248,4.35279999999999,5.8054,6.6117,6.4259,4.87649999999999,4.8232,1.9004,-3.6424,-5.45350000000001,-9.3531,-9.7086,-6.4995,-0.963600000000007,-5.69,-4.4599,-0.0319000000000003,-4.26110000000001,-5.7544,-1.8505,-0.709,-0.1632,-2.9843,-0.7028,1.8678,-2.359,-2.2228,-2.6848,-0.473600000000001,-2.7945,-3.5167,-1.2731,1.5442,1.1956,0.925399999999998,1.4709,2.7982,2.7392,0.5395,-1.675,-3.5822,-0.790099999999999,-0.116300000000001,-2.3273,-0.8759,0.292,0.8893,1.3708,1.461
