"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.8,-1.46,-1.09,-0.73,-0.42,-0.52,-0.65,-0.6,-0.67,-0.54,-0.67,-0.11,-0.24,-0.11,-0.18,-0.06,0.04,0.78,0.63,1.36,0.72,1.04,0.81,1.6,-0.05,0.57,1.03,1.38,0.93,0.76,0.59,1.37,1.25,1.51,2.14,1.04,0.55,0.67,0.77,0.81,0.68,1.06,0.77,-0.21,1.52,0.52,1.23,1.17,1.28,0.11,1.07,0.44,-0.53,0.12,0.53,0.42
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.48,-1.28,-0.77,-0.77,-0.02,-0.46,-0.41,-0.84,-0.57,-0.62,-0.93,-0.48,-0.26,-0.53,-0.41,-0.26,-0.08,1.27,1.19,1.98,1.27,0.83,1.02,1.58,0.05,1.58,2.06,1.15,0.24,-0.01,0.29,0.99,0.94,1.31,1,1.03,0.96,1.11,0.89,0.94,0.84,0.97,0.92,0.09,1.27,0.74,1.31,1.2,0.84,-0.01,0.88,0.4,-0.16,0.05,0.16,0.38
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.46,0.74,1.07,0.99,1.21,1.07,1.02,0.96,1.01,1.22,1.32,1.11,1.12,1.25,1.43,1.49,1.3,1.38,1.56,1.36,1.53,1.61,1.26,1.16,1.21,1.29,1.24,1.31,1.52,1.6,1.69,1.39,1.57,1.59,1.18,1.11,0.63,0.66,0.59,0.79,0.68,0.68,0.68,0.61,0.62,0.5,0.53,0.82,0.87,1.04,0.96,0.84,0.96,1,0.82,0.83
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",16.57,31.33,73.12,40.1,85.14,79.99,78.47,73.55,70.9,76.41,76.81,63.61,65.18,69.43,78.87,72.87,74.36,70.11,73.53,69.68,69.56,72.97,69.11,75.68,72.02,65.45,52.4,42.23,65.25,59.02,65.93,54.92,68.55,70.66,69.52,64.55,43.64,42.48,43.5,63.98,62.91,63.49,62.28,54.98,41.66,43.6,36.27,50.63,60.87,63.06,58.43,53.58,60.76,49.42,60.94,64.57
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-17.8802,-23.8593,-17.5757,-40.9713,-38.5413,-36.7969,-39.4022,-39.7334,-39.4082,-39.512,-45.1142,-37.4726,-37.6229,-45.541,-48.2391,-55.6553,-43.4085,-46.9057,-52.3693,-47.9992,-55.4597,-55.4837,-47.7828,-44.226,-45.9497,-48.3799,-41.4592,-20.4587,-19.2895,-23.789,-26.6115,-20.0923,-24.3528,-24.2598,-22.1865,-15.9522,-11.6763,-12.0046,-11.4246,-13.4503,-12.4473,-12.3471,-13.3372,-16.7865,-18.7686,-15.5103,-14.8332,-15.3703,-12.4131,-15.7534,-14.905,-12.948,-13.3231,-11.9842,-13.8829,-9.33
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-4.4946,-10.4737,-4.1901,-2.9012,-0.471299999999999,1.2732,-1.3321,-1.6634,-1.3381,-1.4419,-7.0441,0.597499999999997,0.447199999999995,-7.4709,-10.169,-17.5852,-5.3384,-8.83560000000001,-14.2992,-9.92910000000001,-17.3896,-17.4137,-9.71270000000001,-6.1559,-7.8796,-10.886,-8.7268,-6.0124,-4.8432,-9.2609,-9.9844,-3.4652,-7.7257,-7.6327,-5.5595,0.674899999999999,4.9508,4.6225,5.2025,3.1768,4.1798,4.28,3.2899,-0.159400000000002,-2.1415,1.1168,1.1728,0.6357,3.5929,-0.7135,0.1349,1.4774,-4.2714,-2.9325,-4.8312,-0.2783
