"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.21,0.87,-0.32,-1.21,-0.38,-0.23,-0.68,-0.1,0,0.29,0.08,0.44,0.31,0.51,0.15,0.42,0.89,0.72,0.48,1.04,1.03,1.3,0.97,1.28,1.12,0.5,1.13,2.07,1.89,1.36,1.52,1.67,1.18,1.54,1.73,1.22,1.15,0.8,0.85,0.42,0.33,1.12,1.03,0.86,1.44,1.21,1,1.03,1.16,0.32,1.04,1.28,0.74,1.41,2.27,1.71
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.18,0.23,-0.36,-0.49,0.01,-0.1,-0.3,-0.18,0.11,0.21,0.13,0.16,0.21,0.22,-0.02,0.24,0.49,0.46,0.37,0.8,0.88,0.69,0.75,0.88,0.88,0.75,1.63,1.43,1.54,0.99,0.92,0.7,0.71,0.86,0.87,0.81,0.83,0.82,0.35,0.31,0.4,0.52,0.62,0.51,0.66,0.56,0.5,0.58,0.52,0.07,0.61,0.64,0.53,0.77,1,0.82
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.06,1.03,1.15,1.16,1.05,1.1,1.07,1,1.01,1.08,0.99,0.91,1.02,1.02,1.07,1.18,1.1,1.13,1.26,1.35,1.18,1.19,1.21,1.15,1.09,1.11,1.02,0.95,0.92,1.02,1.05,1.03,1,1.02,0.95,0.98,0.9,0.83,0.88,0.97,0.88,0.89,0.9,0.97,0.93,0.9,0.94,0.98,0.92,0.99,1.05,1.02,1,1.03,0.88,0.9
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",85.14,80.57,80.68,83.5,93.92,94.14,93.43,92.49,92.47,94.6,90.54,87.45,89.56,90.64,92.36,88.6,88.14,88.08,89.5,89.8,85.04,84.94,85.08,85.93,84.72,84.08,67.8,65.73,65.65,75.54,77.17,82.12,83.35,84.5,81.83,76.15,74.63,69.37,84.62,81.59,85.4,86.52,81.54,81.27,82.07,81.65,81.43,84.09,84.56,83.42,77.65,74.98,74.46,73.22,78.62,76.38
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-17.678,-15.8091,-15.6881,-39.5708,-34.9725,-35.8867,-35.0241,-34.0106,-34.5773,-35.7161,-33.9977,-31.7561,-33.2899,-33.3859,-34.9471,-38.3979,-36.3926,-37.5829,-41.6564,-44.176,-41.5818,-42.0095,-42.2777,-40.1921,-38.4267,-38.9661,-35.3333,-15.2514,-14.702,-16.3543,-20.6308,-17.6149,-16.0978,-16.1232,-16.3416,-18.7236,-17.3432,-16.9787,-16.9371,-19.5999,-16.3246,-15.5055,-16.1616,-16.8553,-15.9658,-16.3332,-14.322,-14.8836,-14.2074,-15.0503,-14.6695,-13.6957,-9.86,-9.7121,-8.2855,-7.062
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-4.2924,-2.4235,-2.3025,-1.5007,3.0975,2.1834,3.046,4.0594,3.4928,2.354,4.07239999999999,6.314,4.78019999999999,4.6842,3.123,-0.327800000000003,1.67749999999999,0.487199999999994,-3.5863,-6.10590000000001,-3.5117,-3.9395,-4.20760000000001,-2.12200000000001,-0.3566,-1.4722,-2.6009,-0.805099999999999,-0.255699999999999,-1.8262,-4.0037,-0.9878,0.529299999999999,0.503899999999998,0.285399999999999,-2.0965,-0.716100000000001,-0.351600000000001,-0.310000000000002,-2.9728,0.302499999999998,1.1216,0.465499999999999,-0.228200000000001,0.661299999999999,0.293899999999997,1.684,1.1224,1.7986,-0.0104000000000006,0.3704,0.729699999999999,-0.808299999999999,-0.660399999999999,0.7662,1.9897
