"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.92,-0.4,-1.25,-0.99,-0.68,-0.44,-0.66,-0.71,-0.47,-0.87,-0.91,-0.23,-0.35,0.01,-0.26,-0.06,-0.02,0.53,0.59,0.97,0.85,1.33,1.13,0.87,0.31,0.61,0.78,1.43,1.3,1.17,1.21,1.39,1.3,1.62,1.86,1.19,1.22,0.89,0.88,1.04,1.02,1.36,1.69,2.15,2.98,2.46,2.27,2.42,3.14,2.18,3.31,2.76,2.67,2.53,2,2.02
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.71,-0.39,-1.34,-1.32,-0.59,-0.52,-0.66,-1.07,-0.4,-1.09,-0.99,-0.62,-0.42,-0.25,-0.25,-0.01,0.08,0.72,1.09,1.45,1.58,1.15,1.46,0.96,0.51,1.42,1.7,1.14,1.55,1.54,1.51,1.02,1.54,1.88,1.65,1.51,1.17,1.14,1.26,1.4,1.41,1.53,1.79,2.1,1.89,1.69,1.79,1.79,1.82,2.01,2.24,2.05,1.8,1.44,1.36,1.68
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.99,1.12,1.02,1.04,1.05,1.04,1.03,0.98,0.87,1.01,1.02,1.05,1.06,1.04,1.03,1.03,1.04,1.18,1.16,1.19,1.18,1.14,1.11,1.16,1.16,1.11,1.01,1.29,1.24,1.23,1.34,1.35,1.25,1.27,1.03,1,0.87,0.79,0.74,0.75,0.75,0.75,0.75,0.95,0.89,0.88,0.85,0.85,0.88,0.7,0.85,0.79,0.86,0.93,0.79,0.78
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",45.3,67.75,45.71,44.72,74.32,72.69,72.5,69.26,64.72,63.47,64.01,60.72,62.13,60.78,62.64,60.6,65.61,68.92,67.22,67.6,66.36,68.19,68.01,67.43,70,70.63,44.6,44.97,43.96,43.93,50.33,55.65,56.54,60.08,51.09,49.33,46.95,46.53,39.42,42.36,42.02,43.13,43.51,57.3,60.12,62.2,59.98,63.48,67.32,46.48,59.29,49.65,55.57,66.66,58.42,46.47
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-22.284,-17.9346,-26.1614,-42.5524,-42.5961,-42.8546,-42.9542,-42.9797,-39.6288,-36.3385,-36.9497,-39.0714,-39.2109,-38.6722,-39.7287,-39.0757,-37.3647,-39.479,-39.6431,-41.1473,-42.115,-41.3764,-40.2598,-45.0515,-43.9205,-40.4995,-32.4603,-19.3149,-19.0025,-18.6845,-19.9855,-19.0079,-16.3963,-15.1677,-14.9123,-14.1612,-16.6498,-14.1479,-15.5552,-16.0576,-16.3662,-16.0863,-16.1413,-16.7557,-16.7795,-16.7128,-12.1157,-11.4186,-10.9894,-13.6492,-9.078,-8.8517,-8.5154,-7.8351,-7.9861,-8.4892
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-8.8984,-4.549,-12.7758,-4.4823,-4.5261,-4.7845,-4.8841,-4.9097,-1.5587,1.73159999999999,1.1204,-1.0013,-1.14080000000001,-0.6021,-1.65860000000001,-1.0056,0.705399999999997,-1.4089,-1.573,-3.0772,-4.04490000000001,-3.3064,-2.1897,-6.9814,-5.8504,-3.0056,0.272100000000002,-4.8686,-4.5562,-4.1564,-3.3584,-2.3808,0.230799999999999,1.4594,1.7147,2.4659,-0.0227000000000004,2.4792,1.0719,0.569499999999998,0.260899999999999,0.540799999999997,0.485799999999998,-0.128600000000002,-0.1524,-0.0857000000000028,3.8903,4.5874,5.0166,1.3907,5.9619,5.5737,0.536300000000001,1.2166,1.0656,0.5625
