"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.17,0.11,-0.86,-0.18,-0.3,-0.22,-0.92,0.37,0.3,0.31,0.02,0.36,0.23,0.25,0.89,0.45,1.09,0.77,0.93,1.63,1.64,1.02,1.1,0.83,0.6,0.68,1.23,1.87,1.96,1.5,1.56,1.28,0.94,1.25,1.58,0.87,1.16,1.03,0.91,0.47,0.37,0.45,0.46,0.58,2.14,0.84,1.02,0.98,0.59,0.9,1.4,0.92,0.49,1.39,1.66,0.87
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.08,-0.19,-0.85,0.1,0.16,-0.15,-0.56,0.19,0.37,0.23,0.25,0.09,0.24,0.45,0.37,0.33,0.67,0.47,0.69,1.36,1.4,0.5,0.93,0.54,0.37,0.93,1.9,1.59,1.66,1.33,1.17,0.75,0.51,0.89,1.01,0.55,0.91,0.7,0.49,0.45,0.45,0.32,0.47,0.47,0.79,0.47,0.53,0.68,0.36,0.47,0.9,0.43,0.38,0.75,0.75,0.39
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.08,1.16,1.28,1.27,1.27,1.15,1.2,1,0.99,1.03,0.99,0.94,0.95,0.79,1,1.09,1.11,1.15,1.14,1.15,1.05,1.31,1.19,1.33,1.29,1.16,1.1,0.98,0.87,1.01,1.13,1.02,1.07,0.98,0.93,0.95,0.89,0.91,0.94,0.91,0.88,0.86,0.87,0.97,0.95,0.93,0.93,0.97,0.88,0.97,0.95,1.04,0.98,0.98,0.88,0.93
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",75.39,79.66,81.54,85.11,94.94,93.86,93,90.45,90.83,91.97,88.02,85.89,83.95,80.01,91.87,86.49,89.43,88.75,88.51,83.77,82.15,83.41,82.6,84.8,87.95,84.86,61.84,55.76,61.98,65.44,67.69,75.97,83.57,79.7,74.6,79.1,75.09,78.87,77.59,77.36,78.94,80.27,78.76,84.35,85.39,77.77,80.36,81.42,80.32,77.72,71.2,72.81,75.87,71.71,79.93,74.08
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-18.1612,-16.6413,-19.7644,-38.7187,-40.6578,-37.0946,-38.8203,-32.9533,-33.7032,-34.2382,-33.384,-32.693,-32.1541,-29.0794,-33.4957,-35.9795,-35.7169,-36.388,-37.4606,-38.3081,-36.605,-45.2629,-41.4816,-46.1833,-44.1543,-41.7593,-36.5206,-16.321,-16.2685,-15.9698,-22.5455,-16.7295,-16.7393,-16.6034,-15.6568,-15.5984,-15.1028,-15.3032,-16.1525,-18.6267,-18.1956,-17.6008,-17.6539,-16.4963,-16.1584,-18.8074,-16.0575,-15.8816,-16.6986,-14.3924,-11.4766,-13.7022,-11.3131,-9.6237,-7.6486,-9.2597
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-4.7756,-3.2557,-6.3788,-0.648600000000002,-2.5878,0.975499999999997,-0.750200000000007,5.1167,4.36689999999999,3.8319,4.6861,5.3771,5.916,8.9907,4.5744,2.09059999999999,2.35319999999999,1.6821,0.609499999999997,-0.238000000000007,1.4651,-7.1929,-3.4115,-8.11320000000001,-6.0842,-4.26540000000001,-3.7882,-1.8747,-1.8222,-1.4417,-5.9184,-0.102400000000003,-0.112200000000001,0.0236999999999981,0.970199999999998,1.0287,1.5243,1.3239,0.474599999999999,-1.9996,-1.5685,-0.973700000000001,-1.0268,0.130799999999997,0.468699999999998,-2.1803,-0.0515000000000008,0.1244,-0.692599999999999,0.647499999999999,3.5633,0.7232,-2.2614,-0.571999999999999,1.4031,-0.208
