"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",0.39,1.42,0.99,0.43,0.78,1.02,0.72,0.64,0.98,0.94,0.61,1.12,1.09,0.5,0.27,0.22,0.39,0.21,0.2,0.44,0.79,0.49,0.66,0.49,0.38,0,-0.22,-0.98,-0.44,-0.49,-0.17,-0.48,1.08,0.16,0.05,0.37,0.3,0.38,0.42,-0.1,-0.18,0,-0.14,0.14,-0.2,0.39,0.01,-0.08,-0.03,0.13,-0.45,0.76,1.73,2.77,2.46,2.04
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.78,0.67,0.42,0.5,0.76,0.88,0.57,0.38,0.81,1.01,0.88,1.1,0.75,0.65,0.04,0.04,0.01,-0.14,0.06,0.16,0.55,0.36,0.61,0.27,-0.02,0.03,0.22,0.31,0.75,0.41,0.31,0.46,1.42,0.93,0.77,0.86,0.94,0.7,0.14,-0.04,-0.03,-0.02,-0.14,0.28,-0.15,0.05,0.03,-0.11,-0.19,-0.33,-0.38,0.74,1.25,1.95,2.02,1.74
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.38,1.24,1.33,1.16,1.05,1.01,0.91,0.89,1.05,0.85,0.66,0.83,0.99,0.93,1.11,1.48,1.48,1.54,1.51,1.22,0.97,1.12,1.07,1.16,1.15,1.11,1.08,0.57,0.58,0.63,0.59,0.59,0.86,0.63,0.76,0.7,0.69,0.91,0.97,0.97,1.16,1.18,1.11,1.37,1.38,1.38,1.35,1.35,1.3,1.33,1.2,1.13,1.1,0.83,0.81,0.81
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",72.81,70.95,72.39,64.62,88.39,83.98,79.06,80.51,86.66,72.94,66.24,77.98,85.54,87.34,85.08,89.94,90.03,88.86,89.08,87.03,79.34,80.25,84.28,87.68,87.05,82.4,65.1,35.42,35.91,32.6,30.19,38.25,56.01,33.28,41.07,29.18,30.3,41.71,63.18,70.03,67.99,62.64,65.38,71.19,68.35,74.31,70.6,77.56,77.41,76.18,61.81,62.16,67.49,51.22,48.24,43.96
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-22.0354,-17.725,-19.2239,-37.3054,-35.9237,-34.7747,-32.8262,-32.6608,-34.4556,-31.8061,-29.012,-31.9176,-33.1027,-32.5364,-38.1123,-44.8094,-44.9348,-46.6114,-46.5613,-39.956,-33.6704,-37.1348,-35.8488,-37.5144,-37.2119,-35.3092,-31.8023,-11.4614,-11.319,-12.6165,-15.8078,-15.8598,-21.9936,-18.3233,-19.1934,-20.6357,-20.1159,-23.5133,-20.6682,-22.4758,-24.0839,-25.1801,-22.907,-22.7658,-25.6878,-24.8106,-25.5626,-27.0091,-26.9171,-25.7032,-26.75,-23.84,-8.7124,-8.4437,-7.4785,-10.0063
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-8.6498,-4.3394,-5.8383,0.764699999999998,2.1463,3.29539999999999,5.2439,5.4092,3.6145,6.264,9.0581,6.1525,4.9674,5.5337,-0.0422000000000011,-6.7393,-6.86470000000001,-8.54130000000001,-8.49120000000001,-1.88590000000001,4.3997,0.935200000000002,2.2213,0.555699999999995,0.858199999999997,2.1847,0.930099999999999,2.9849,3.1273,1.9116,0.819299999999998,0.767299999999999,-5.3665,-1.6962,-2.5664,-4.0086,-3.4888,-6.8862,-4.0411,-5.8487,-7.4568,-8.553,-6.2799,-6.1387,-9.0607,-8.1835,-9.5566,-11.0031,-10.9111,-10.6633,-11.7101,-9.4146,0.3393,0.608000000000001,1.5732,-0.954599999999999
