"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",0.33,0.83,0.06,-0.78,-0.48,-0.24,-0.39,-0.07,-0.17,-0.04,0.4,0.26,0.34,0.54,0.4,0.46,1.08,0.85,0.34,0.49,0.98,1.35,0.9,1.39,0.75,0.82,1.29,2.05,1.79,1.35,1.52,1.65,1.37,1.6,1.73,0.62,0.51,0.5,0.55,0.56,0.59,0.83,1.2,1.3,1.63,1.1,1.29,1.36,1.33,1.25,1.49,1.52,1,1.43,1.49,1
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.34,0.26,-0.15,-0.03,-0.01,-0.08,-0.14,-0.04,0.09,-0.01,0.43,-0.13,0.23,0.29,0.12,0.22,0.68,0.49,0.31,0.24,0.85,0.56,0.81,0.82,0.53,1.03,1.29,1.27,1.25,1.02,0.99,0.85,0.97,1.05,0.82,0.66,0.48,0.66,0.37,0.63,0.54,0.6,0.75,0.93,1.01,0.94,0.93,1.04,0.92,0.73,0.94,0.98,0.8,0.63,0.69,0.52
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.05,1.24,1.2,1.35,1.45,1.41,1.44,1.34,1.39,1.27,1.15,1.28,1.19,1.11,1.16,1.24,1.12,1.11,1.22,1.15,1.07,1.14,1.07,1.06,1,1.04,1.05,1.02,1.11,1.1,1.14,1.18,1.12,1.11,1.02,0.86,0.87,0.85,0.91,0.85,0.89,0.87,0.84,0.94,0.89,0.87,0.88,0.9,0.87,1,1.01,1,0.94,0.97,0.87,0.87
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",79.34,78.32,71.68,82.51,94.61,94.53,95.92,92.75,93.89,92.24,90.58,88.49,89.4,87.94,90.51,89.97,88.61,89.21,87.3,88.31,83,86.24,85.37,87.43,87.41,86.73,71.06,68.72,67.43,68.01,72.69,75.95,77.47,79.86,76.61,70.25,72.54,67.93,76.76,74.62,72.05,76.77,79.18,77.27,67.53,64.61,65.86,67.02,67.87,71.94,69.52,68.24,73.59,77.17,76.84,74.1
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-17.1796,-18.9412,-17.3232,-44.6728,-45.8448,-42.6171,-43.1917,-41.4606,-42.5342,-40.0116,-36.0985,-38.6024,-37.1722,-35.6228,-36.7791,-39.0757,-36.3465,-35.7463,-40.2623,-37.7587,-38.284,-38.8218,-38.2756,-36.7509,-36.1605,-36.6432,-31.0625,-16.1705,-15.8274,-17.0959,-20.7664,-20.4595,-19.8802,-20.1423,-20.0051,-15.4984,-18.4687,-18.3659,-17.5698,-14.3369,-16.0729,-14.0267,-13.5175,-15.3316,-17.2199,-16.263,-13.5749,-14.2372,-15.061,-15.98,-15.4181,-15.4544,-10.3082,-7.3735,-7.3089,-7.7615
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-3.794,-5.5556,-3.9376,-6.60270000000001,-7.7748,-4.547,-5.1216,-3.3906,-4.4641,-1.9415,1.9716,-0.532300000000006,0.8979,2.4473,1.291,-1.0056,1.7236,2.3238,-2.19220000000001,0.311399999999999,-0.213900000000002,-0.751800000000003,-0.205500000000001,1.3192,1.9096,0.850699999999996,1.6699,-1.7242,-1.3811,-2.5678,-4.1393,-3.8324,-3.2531,-3.5152,-3.3781,1.1287,-1.8416,-1.7388,-0.942700000000002,2.2902,0.554199999999998,2.6004,3.1096,1.2955,-0.5928,0.364099999999997,2.4311,1.7688,0.945,-0.940100000000001,-0.378200000000001,-1.029,-1.2565,1.6782,1.7428,1.2902
