"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",-0.37,1.67,1.04,1.05,0.12,-0.14,-0.27,-0.39,-0.43,-0.51,-0.34,0.12,-0.3,-0.15,0.13,0.4,0.7,0.6,0.43,0.42,0.4,0.64,0.49,1.03,0.88,0.86,0.74,1.27,1.34,0.53,1.06,1.22,1.25,1.58,1.19,0.92,0.87,0.49,0.54,0.75,0.48,0.76,0.39,0.62,0.66,0.44,0.85,0.6,0.74,0.87,1.18,1.44,1.19,1.63,0.97,1.29
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0,0.41,0.24,0.12,0.17,-0.01,-0.05,-0.24,-0.14,-0.29,-0.24,-0.17,-0.3,-0.42,-0.27,0.22,0.32,0.45,0.27,0.26,0.29,0.31,0.32,0.77,0.79,0.98,1.22,1,0.84,0.56,0.64,0.59,0.93,0.99,0.85,0.87,0.63,0.62,0.2,0.4,0.37,0.36,0.25,0.34,0.42,0.27,0.33,0.3,0.26,0.39,0.64,0.71,0.82,0.92,0.64,0.8
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.07,1.01,0.98,0.94,0.92,0.95,1,1.01,1.08,1.05,1.11,1.08,1.2,1.26,1.17,1.12,1.08,1.1,1.07,1.12,1.09,1.11,1.06,0.98,0.95,0.97,0.84,0.87,0.99,0.95,0.99,1.16,1.07,0.99,0.91,0.9,0.88,0.95,0.99,0.97,0.94,0.96,0.97,0.87,0.87,0.86,0.96,1.01,0.99,0.94,0.98,0.96,0.92,0.92,0.79,0.79
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",86.28,92.08,86.93,88.18,93.77,94.73,94.1,93.93,93.78,91.85,93.49,92.54,94.52,94.52,94.02,87.62,87.11,87.22,89.26,89.41,86.92,89.24,87.07,85.75,85.94,86.18,70.38,76.44,75.19,73.47,77.83,77.12,72.77,81.62,65.56,67.88,71.94,66.52,79.85,84.93,86.04,84.58,80.68,81.47,80.74,75.43,82.06,83.68,84.83,83.58,80.88,79.92,71.7,69.5,66.99,71.36
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-15.0158,-14.6002,-14.5249,-31.3972,-31.3403,-32.5471,-34.3529,-35.1624,-36.0397,-36.5041,-37.9374,-37.3605,-40.2552,-41.1712,-39.1686,-38.6088,-37.8485,-37.4411,-36.9811,-39.3705,-38.5669,-38.4798,-37.9433,-36.1888,-35.4166,-36.0292,-30.5873,-11.6991,-12.6674,-16.2131,-20.763,-21.2774,-20.4126,-17.1466,-19.4581,-19.9059,-19.4886,-19.6181,-18.9971,-17.3108,-18.515,-17.8357,-18.3195,-16.795,-16.607,-16.5458,-14.9406,-15.6127,-15.3826,-14.4244,-14.3895,-13.7862,-9.1111,-9.0874,-8.9151,-5.7203
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-1.6302,-1.2146,-1.1393,6.67289999999999,6.7297,5.523,3.7172,2.9076,2.03039999999999,1.566,0.1327,0.709599999999995,-2.18510000000001,-3.1011,-1.0985,-0.538700000000006,0.221599999999995,0.628999999999998,1.089,-1.3004,-0.4968,-0.409799999999997,0.126799999999996,1.8813,2.65349999999999,1.46469999999999,2.1451,2.7472,1.7789,-1.685,-4.1359,-4.6503,-3.7855,-0.519500000000001,-2.8311,-3.2788,-2.8615,-2.991,-2.37,-0.683700000000002,-1.8879,-1.2086,-1.6924,-0.167900000000003,0.0200999999999993,0.0812999999999988,1.0654,0.3933,0.6234,0.615499999999999,0.650399999999999,0.639200000000001,-0.0594000000000001,-0.0357000000000003,0.1366,3.3314
