"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",0.29,0.37,0.09,-0.7,-0.23,0.13,0.17,0.17,-0.43,-0.14,-0.46,0.14,0.47,0.21,0.1,0.62,0.98,0.86,0.75,1.65,1.09,1.15,0.57,1.27,1.01,0.38,1.07,2.12,1.55,0.96,1.53,1.32,1.44,1.91,1.93,0.63,0.76,0.57,0.38,0.02,0.29,0.56,0.5,0.07,1.07,0.87,0.14,1.1,0.92,0.71,1.16,0.82,1.19,1.15,0.94,0.63
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.3,0.18,-0.02,-0.31,0.2,0.08,0.19,0.07,-0.14,-0.05,-0.39,-0.2,0.25,-0.01,-0.2,0.39,0.54,0.59,0.54,1.15,1.1,0.61,0.3,0.82,0.8,0.52,1.11,1.57,1.07,0.44,1,0.6,1.06,1.14,0.99,0.64,0.67,0.51,0.2,0.12,0.39,0.34,0.2,0.08,0.65,0.54,0.04,0.67,0.44,0.21,0.78,0.43,0.72,0.68,0.57,0.44
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.11,0.92,0.97,0.89,1.22,1.09,1.02,1.03,1.21,1.23,1.29,1.09,1.15,1.05,1.23,1.03,0.98,1.22,1.12,1.03,1.03,1.08,1.05,1.01,1.13,1.1,0.98,0.97,1.07,1.1,0.94,1.02,1.02,0.98,0.93,0.89,0.94,0.94,0.93,0.91,0.9,0.96,0.96,0.96,0.96,0.94,1.04,1.03,0.99,1.04,0.97,0.96,1.06,0.94,0.8,0.8
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",89.2,74.94,78.43,67.21,94.76,93.47,92.6,93.3,94.74,92.27,91.7,89.42,91.78,91.93,92.35,87.62,86.04,88.79,90.29,86.34,82.55,83.73,91.62,87.13,86.87,88.43,79.16,62.94,73.65,79.24,73.58,80.12,78.51,82.29,78.17,70.71,74.9,72.03,73.5,77.98,79.2,81.31,84.75,84.62,74.68,72.97,78.61,80.12,78.68,83.53,74.49,79.64,80.27,68.47,70.76,78.67
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-16.9546,-15.7032,-15.1388,-36.6539,-39.3354,-34.3514,-33.1448,-34.6865,-39.2422,-39.349,-41.6891,-36.5785,-36.601,-35.0431,-39.4603,-35.4381,-33.3819,-39.5759,-38.2498,-36.3006,-37.5742,-38.2843,-37.575,-36.6553,-40.874,-38.7213,-30.8398,-13.8722,-15.8334,-15.7909,-19.4685,-19.5237,-18.4518,-18.7661,-18.732,-18.4428,-17.7923,-17.3809,-18.9677,-17.9529,-17.2704,-18.0473,-18.2361,-19.0207,-18.7045,-19.5614,-20.694,-16.3501,-18.1152,-16.4783,-15.507,-17.1596,-11.747,-10.19,-8.8593,-8.8036
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-3.569,-2.3176,-1.7532,1.4162,-1.2654,3.7187,4.9253,3.3835,-1.1721,-1.2789,-3.61900000000001,1.4916,1.4691,3.02699999999999,-1.3902,2.632,4.68819999999999,-1.5058,-0.179700000000004,1.76949999999999,0.495899999999999,-0.214300000000001,0.495099999999994,1.4148,-2.80390000000001,-1.2274,1.8926,0.574100000000001,-1.3871,-1.2628,-2.8414,-2.8966,-1.8247,-2.139,-2.105,-1.8157,-1.1652,-0.753800000000002,-2.3406,-1.3258,-0.6433,-1.4202,-1.609,-2.3936,-2.0774,-2.9343,-4.688,-0.344100000000001,-2.1092,-1.4384,-0.4671,-2.7342,-2.6953,-1.1383,0.192400000000001,0.248100000000001
