"","1 Y 2018-01-02 to 2019-01-07","1 Y 2018-02-02 to 2019-02-07","1 Y 2018-03-05 to 2019-03-07","1 Y 2018-04-02 to 2019-04-07","1 Y 2018-05-02 to 2019-05-07","1 Y 2018-06-04 to 2019-06-07","1 Y 2018-07-02 to 2019-07-07","1 Y 2018-08-02 to 2019-08-07","1 Y 2018-09-03 to 2019-09-07","1 Y 2018-10-03 to 2019-10-07","1 Y 2018-11-02 to 2019-11-07","1 Y 2018-12-03 to 2019-12-07","1 Y 2019-01-02 to 2020-01-07","1 Y 2019-02-04 to 2020-02-07","1 Y 2019-03-05 to 2020-03-07","1 Y 2019-04-02 to 2020-04-07","1 Y 2019-05-02 to 2020-05-07","1 Y 2019-06-03 to 2020-06-07","1 Y 2019-07-02 to 2020-07-07","1 Y 2019-08-02 to 2020-08-07","1 Y 2019-09-03 to 2020-09-07","1 Y 2019-10-03 to 2020-10-07","1 Y 2019-11-04 to 2020-11-07","1 Y 2019-12-02 to 2020-12-07","1 Y 2020-01-02 to 2021-01-07","1 Y 2020-02-03 to 2021-02-07","1 Y 2020-03-02 to 2021-03-07","1 Y 2020-04-03 to 2021-04-07","1 Y 2020-05-04 to 2021-05-07","1 Y 2020-06-02 to 2021-06-07","1 Y 2020-07-02 to 2021-07-07","1 Y 2020-08-03 to 2021-08-07","1 Y 2020-09-02 to 2021-09-07","1 Y 2020-10-05 to 2021-10-07","1 Y 2020-11-02 to 2021-11-07","1 Y 2020-12-02 to 2021-12-07","1 Y 2021-01-04 to 2022-01-07","1 Y 2021-02-02 to 2022-02-07","1 Y 2021-03-02 to 2022-03-07","1 Y 2021-04-05 to 2022-04-07","1 Y 2021-05-03 to 2022-05-07","1 Y 2021-06-02 to 2022-06-07","1 Y 2021-07-02 to 2022-07-07","1 Y 2021-08-02 to 2022-08-07","1 Y 2021-09-02 to 2022-09-07","1 Y 2021-10-04 to 2022-10-07","1 Y 2021-11-02 to 2022-11-07","1 Y 2021-12-02 to 2022-12-07","1 Y 2022-01-03 to 2023-01-07","1 Y 2022-02-02 to 2023-02-07","1 Y 2022-03-02 to 2023-03-07","1 Y 2022-04-04 to 2023-04-07","1 Y 2022-05-02 to 2023-05-07","1 Y 2022-06-02 to 2023-06-07","1 Y 2022-07-04 to 2023-07-07","1 Y 2022-08-02 to 2023-08-07","1 Y 2022-09-02 to 2023-09-07","1 Y 2022-10-03 to 2023-10-07","1 Y 2022-11-02 to 2023-11-07","1 Y 2022-12-02 to 2023-12-07","1 Y 2023-01-02 to 2024-01-07","1 Y 2023-02-02 to 2024-02-07","1 Y 2023-03-02 to 2024-03-07","1 Y 2023-04-03 to 2024-04-07","1 Y 2023-05-02 to 2024-05-07","1 Y 2023-06-02 to 2024-06-07","1 Y 2023-07-03 to 2024-07-07","1 Y 2023-08-02 to 2024-08-07"
"P Information Ratio",-0.09,-1.05,-0.91,-0.87,-0.89,-0.92,-0.99,-0.84,-1.12,-1.55,-1.23,-0.19,-0.23,0.35,-0.58,-0.11,0.34,0.64,0.27,0.56,0.32,-0.17,-0.44,0.49,0.13,0.42,1.39,5.81,6.49,5.1,4.32,2.94,0.08,3.21,3.01,0.12,0.47,-0.16,-0.21,-0.03,0.25,0.18,0.64,0.79,2.16,1.44,1.56,1.57,2.13,1.19,1.73,1.68,1.55,1.77,-0.98,-0.32,-0.02,0,-0.07,-0.33,0.11,1.37,0.76,-0.43,1.04,1.53,1.43,0.69
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.1,-1.08,-0.79,-0.64,-0.22,-0.89,-0.84,-1.35,-1.2,-0.77,-0.21,-0.64,0.26,0.11,-0.97,-0.85,1.1,1.3,1.26,1.49,1.61,-0.66,-1.09,0.23,0.22,1.58,1.53,3.95,5.03,4.2,4.48,0.97,-0.37,2.75,2.49,0.4,0.86,0.84,0.29,0.8,0.59,0.7,0.73,1.54,1.62,1.9,2.17,2.04,1.18,1.04,1.43,1.08,1.23,1.06,0.1,-0.29,0.14,0.22,-0.08,0.48,0.93,0.31,0.6,-0.05,0.75,0.83,1.32,-0.35
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.66,0.68,0.91,0.87,0.75,0.75,1.01,0.88,0.82,0.66,0.77,1.1,0.65,0.74,0.99,0.82,1.11,1.09,1.12,1.27,1.55,1.46,1.27,1.36,1.31,1.44,1.54,1.21,1.09,1.47,1.21,1.63,1.29,1.17,0.99,1.03,1.03,0.5,0.76,0.68,0.61,0.59,0.79,1.07,0.91,0.98,0.72,0.67,0.74,0.69,0.82,0.63,0.69,0.69,0.84,0.76,0.62,0.55,0.51,0.48,0.45,1.01,1.02,0.96,0.96,1.04,0.87,1.25
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",26.86,24.68,42.12,43.11,33.33,32.92,47.57,49.38,37.56,37.34,20.1,28.07,8.11,21.15,22.14,20.34,76.73,72.84,70.58,73.78,84.63,78.68,75.88,78.44,77.97,84.55,57.45,46.07,37.86,43.66,36.81,63.32,45.67,41.14,21.86,40.37,36.86,4.52,26.04,31.1,28.52,28.79,50.08,56.23,56.44,61.35,52.2,43.84,61.72,50.7,59.81,57.77,68.54,63.45,73.63,65.71,49.81,24.37,36.13,46.28,30.76,64.31,70.65,60.7,46.17,53.43,41.78,67.76
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-17.1153,-22.6096,-21.3821,-20.4095,-22.0056,-22.8303,-23.0664,-22.9584,-20.5416,-14.383,-15.2205,-18.2124,-15.5952,-15.4154,-17.4086,-33.1199,-35.3735,-36.7357,-38.3153,-41.6669,-48.9731,-49.6916,-44.0307,-45.2618,-44.5907,-48.0805,-38.6877,-15.9962,-15.9721,-17.3578,-16.1592,-16.1412,-12.8199,-10.2023,-14.5794,-13.2462,-13.6351,-14.0467,-13.8034,-14.3523,-14.3011,-14.1968,-13.6006,-15.8076,-14.0499,-14.3559,-12.3714,-12.5079,-11.6155,-10.0144,-9.677,-7.8148,-7.4585,-6.4199,-11.3321,-11.1327,-8.7386,-8.6986,-8.4939,-6.2011,-5.0901,-9.4444,-7.6315,-7.6023,-8.4235,-10.1386,-9.6595,-9.5219
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-13.3856,-11.9048,-10.366,-10.366,-10.366,-10.366,-10.366,-10.366,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.4647,-8.2248,-8.1887,-8.1887,-8.1887,-8.1887,-8.1887,-8.1888,-8.1887,-8.1887,-9.6228,-9.6228,-11.7147,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-9.0517,-8.172,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.5467,-6.4735
"MD DIFF(P-B)",-3.7297,-9.224,-7.9965,-7.0239,-8.62,-9.4447,-9.6808,-9.5728,-8.6368,-4.017,-4.8545,-7.8464,-5.2292,-5.0494,-7.0426,4.9502,2.6966,1.3344,-0.245200000000004,-3.5968,-10.903,-11.6216,-5.96060000000001,-7.1917,-6.5206,-10.5866,-6.223,-7.7714,-7.7834,-9.1691,-7.9705,-7.9525,-4.6312,-2.0135,-6.3907,-5.0575,-4.0123,-4.4239,-2.0887,0.0940000000000012,0.145200000000001,0.331300000000001,3.0265,0.819499999999998,2.5772,2.2712,3.6346,3.4981,4.3905,5.0255,5.3629,6.6106,1.5932,2.6318,-2.2804,-2.081,0.3131,0.3531,0.5578,1.9709,1.4566,-2.8977,-1.0848,-1.0556,-1.8768,-3.5919,-3.1128,-3.0484
