"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"P Information Ratio",0.88,0.15,-0.17,-0.6,-0.63,-0.21,-0.28,-0.51,-0.77,-0.63,-0.5,-0.1,0.26,0.01,-0.03,0.35,0.5,0.85,0.69,1.72,0.9,1.08,-0.23,0.43,0.96,-0.42,0.81,2.23,1.27,0.84,0.69,0.69,0.2,2.19,1.47,0.26,0.14,0.33,0.08,-0.35,0.51,0.7,1.15,0.2,1.64,0.94,-0.34,0.39,1.21,-0.38,0.11,-0.31,0.92,-0.11,0.21,0.13
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.82,0.04,-0.15,-0.5,-0.28,-0.23,-0.05,-0.53,-0.6,-0.62,-0.8,-0.5,0.35,-0.49,-0.16,0.54,0.96,1.33,0.87,2.06,1.62,1.01,-0.22,0.88,0.95,-0.2,1.29,2.29,1.35,0.12,0.79,0.32,0.95,1.53,1.16,0.83,0.61,0.68,0.15,-0.01,0.89,0.85,0.89,0.29,1.38,0.66,-0.31,0.56,0.77,-0.68,0.35,-0.05,0.63,-0.06,0.03,0.17
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.22,1.13,1.22,1.04,1.38,1.06,1.07,0.95,1.23,1.36,1.45,1.17,1.16,1.16,1.08,0.76,0.57,1.2,1.14,1.29,1.52,1.4,0.98,0.68,1.01,1.11,1.23,1.32,1.66,1.59,0.88,0.98,0.72,1.09,0.88,0.63,0.69,0.71,0.73,0.74,0.72,0.82,0.78,0.74,0.94,0.97,1.14,1.12,0.97,1.24,0.89,0.85,1.13,1.02,0.82,0.96
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",72.92,57.77,58.7,37.37,79.95,70.83,76.5,81.8,85.33,85.9,83.65,66.77,62.66,78.21,84.36,68.15,47.24,67.6,74.63,74.48,70.63,65.81,81.46,62.66,79.79,76.92,57.32,40,49.25,57.74,49.99,67.41,59.48,74.43,61.63,45.03,47.21,45.83,42.78,45.33,36.45,50.72,72.28,56.69,56.38,63.01,66.76,64.72,65.48,75.45,60.46,59.37,72.41,47.75,55.79,59.99
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-18.7514,-18.8673,-20.4802,-39.2149,-47.1474,-40.847,-35.6212,-35.5204,-43.8101,-42.6483,-46.4469,-39.68,-41.6872,-43.4706,-38.936,-31.7851,-25.0347,-43.6742,-42.2015,-46.3437,-53.0549,-50.7264,-39.5968,-28.925,-39.075,-42.6597,-36.2817,-18.054,-21.518,-24.0572,-25.8707,-16.1595,-10.8402,-16.5633,-15.4279,-12.3737,-11.1337,-11.4311,-18.181,-18.6082,-20.0894,-19.1723,-15.3479,-19.8076,-18.991,-17.6115,-22.3708,-22.4259,-17.2777,-20.1655,-15.14,-17.742,-13.2735,-15.5172,-14.4215,-10.1519
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-5.3658,-5.4817,-7.0946,-1.1448,-9.0774,-2.7769,2.44889999999999,2.5496,-5.74,-4.5782,-8.3768,-1.6099,-3.6171,-5.4005,-0.865900000000003,6.285,13.0354,-5.6041,-4.13140000000001,-8.2736,-14.9848,-12.6564,-1.52670000000001,9.1451,-1.00490000000001,-5.1658,-3.5493,-3.6077,-7.0717,-9.5291,-9.2436,0.467599999999997,5.7869,0.063799999999997,1.1991,4.2534,5.4934,5.196,-1.5539,-1.9811,-3.4623,-2.5452,1.2792,-3.1805,-2.3639,-0.984400000000001,-6.3648,-6.4199,-1.2717,-5.1256,-0.100100000000001,-3.3166,-4.2218,-6.4655,-5.3698,-1.1002
