"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.25,-1.25,-1.18,-1.43,-0.9,-0.88,-0.51,-0.81,-0.41,-0.45,-0.3,-0.48,-0.26,0.26,0.51,0.28,-0.08,0.6,0.7,0.68,1.86,1.11,1.36,0.93,0.44,1.67,2,2.31,2.6,1.22,1.54,0.3,0.86,1.13,1,0.96,1.1,0.71,0.45,1.13,1.16,1.2,1.18,0.94,1.62,1.25,0.05,0.76,1.01,0.95,0.86,0.72,-0.17,0.68,0.53,0.44
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.46,0.82,1.09,1.01,0.99,0.99,1.15,1.01,0.96,1.06,1.12,1.11,1.12,1.14,1.16,1.2,1.3,1.49,1.49,1.51,1.3,1.47,1.46,1.08,1.34,1.41,1.25,1.18,1.15,1.4,1.39,1.39,1.31,1.39,1.18,1.09,1.17,1.01,0.79,0.68,0.58,0.6,0.79,0.59,0.66,0.54,0.59,0.66,0.56,0.65,0.91,0.86,0.99,1.13,0.95,0.96
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",13.37,33.03,49.88,46.43,77.17,75.73,85.41,76.98,70.75,73.62,70.84,63.61,65.18,69.08,71.58,68.68,74.36,74.49,74.08,74,63.16,68.87,68.83,59.44,70.23,72.49,54.3,42.25,40.95,44.54,47.06,66.91,68.21,73.07,69.52,60.66,65.36,61.29,63.07,50.4,47.31,49.18,64.98,54.87,44.49,39.14,54.8,45.82,47.95,46.01,57.34,60.79,65.92,62.39,64.68,51.98
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-17.6168,-24.7749,-24.067,-44.941,-44.9515,-45.5412,-40.9582,-36.8613,-39.5865,-36.7665,-38.2884,-37.4726,-37.6229,-37.7954,-37.5621,-40.0361,-43.4085,-50.9037,-51.3137,-52.0581,-48.7542,-52.869,-52.5762,-41.9277,-51.3438,-52.0021,-37.3477,-17.7143,-17.7624,-22.6931,-20.3089,-19.4213,-15.5158,-22.917,-22.1865,-14.2531,-19.4841,-17.4299,-16.6203,-11.7409,-11.2047,-11.1913,-13.3825,-12.5547,-12.6496,-16.613,-14.6634,-15.3978,-11.7935,-11.4975,-14.5966,-10.2352,-11.6423,-13.0676,-10.7071,-9.416
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-4.2312,-11.3893,-10.6814,-6.87090000000001,-6.8815,-7.47110000000001,-2.8881,1.2087,-1.5164,1.3036,-0.218300000000006,0.597499999999997,0.447199999999995,0.274699999999996,0.507999999999996,-1.966,-5.3384,-12.8336,-13.2436,-13.988,-10.6841,-14.799,-14.5061,-3.85760000000001,-13.2737,-14.5082,-4.6153,-3.268,-3.3161,-8.165,-3.6818,-2.7942,1.1113,-6.2899,-5.5595,2.374,-2.857,-0.802800000000001,0.00679999999999836,4.8862,5.4224,5.4358,3.2446,4.0724,3.9775,0.0140999999999991,1.3426,0.6082,4.2125,3.5424,0.443299999999999,4.1902,-2.5906,-4.0159,-1.6554,-0.3643
