"","2 Y 2017-01-24 to 2019-01-25","2 Y 2017-02-27 to 2019-02-25","2 Y 2017-03-24 to 2019-03-25","2 Y 2017-04-24 to 2019-04-25","2 Y 2017-05-24 to 2019-05-25","2 Y 2017-06-27 to 2019-06-25","2 Y 2017-07-24 to 2019-07-25","2 Y 2017-08-24 to 2019-08-25","2 Y 2017-09-25 to 2019-09-25","2 Y 2017-10-24 to 2019-10-25","2 Y 2017-11-24 to 2019-11-25","2 Y 2017-12-26 to 2019-12-25","2 Y 2018-01-24 to 2020-01-25","2 Y 2018-02-26 to 2020-02-25","2 Y 2018-03-26 to 2020-03-25","2 Y 2018-04-24 to 2020-04-25","2 Y 2018-05-24 to 2020-05-25","2 Y 2018-06-25 to 2020-06-25","2 Y 2018-07-24 to 2020-07-25","2 Y 2018-08-24 to 2020-08-25","2 Y 2018-09-24 to 2020-09-25","2 Y 2018-10-24 to 2020-10-25","2 Y 2018-11-26 to 2020-11-25","2 Y 2018-12-24 to 2020-12-25","2 Y 2019-01-24 to 2021-01-25","2 Y 2019-02-25 to 2021-02-25","2 Y 2019-03-25 to 2021-03-25","2 Y 2019-04-24 to 2021-04-25","2 Y 2019-05-24 to 2021-05-25","2 Y 2019-06-24 to 2021-06-25","2 Y 2019-07-24 to 2021-07-25","2 Y 2019-08-26 to 2021-08-25","2 Y 2019-09-24 to 2021-09-25","2 Y 2019-10-24 to 2021-10-25","2 Y 2019-11-25 to 2021-11-25","2 Y 2019-12-24 to 2021-12-25","2 Y 2020-01-24 to 2022-01-25","2 Y 2020-02-24 to 2022-02-25","2 Y 2020-03-24 to 2022-03-25","2 Y 2020-04-24 to 2022-04-25"
"P Information Ratio",0.28,0.36,0.09,-0.15,0.4,0.19,-0.21,0.01,-0.35,-0.13,-0.14,-0.61,0.01,1,0,0.18,0.59,0.52,-0.22,-0.1,0.71,0.58,0.69,2.8,2.7,2.57,2.69,1.65,1.28,1.11,1.84,2.3,2.41,2.46,2.91,2.07,2.1,2.05,3.47,2.9
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.38,0.4,0.28,-0.1,0.2,0.04,0.02,-0.23,-0.33,-0.37,-0.06,-0.63,-0.09,0.71,-0.22,0.21,0.76,0.57,0.07,-0.07,0.58,0.66,0.77,4.5,4.9,4.94,5,2.33,1.95,1.55,3.61,3.55,3.38,2.69,2.5,2.9,2.21,2.5,3.16,2.44
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.03,1.15,1.07,1.06,1.04,1.18,1.23,1.09,1.04,1,1.13,0.77,0.94,1.23,1.17,1.07,1.01,1.09,1.08,1.12,1.04,1.11,1.26,1.21,1.06,0.95,1.16,1.4,1.32,1.1,1.1,1.33,1.13,1.24,1.11,1.12,1.2,1.22,1.08,1.11
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",44.88,48.68,35.33,42.94,58.46,62.61,56.5,48.01,49.23,40.18,44.74,36.76,34.74,69.34,54.35,77.79,80.53,84.52,90.04,87.48,86.92,85.87,87.17,63.44,44.58,33.88,45.37,75.11,70.86,71.22,50.24,57.9,59.68,68.31,71.05,64.46,69.9,74.33,54.46,44.33
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-18.2763,-19.6592,-20.7327,-18.6311,-17.2019,-20.0322,-20.4673,-18.8321,-20.0977,-20.1073,-19.6954,-23.933,-18.243,-18.1296,-39.2139,-37.9167,-35.6098,-37.3633,-35.5184,-38.3136,-37.2281,-37.6097,-39.9336,-37.7219,-35.6542,-36.4747,-38.8401,-43.7262,-42.2619,-39.4695,-37.0994,-42.5517,-38.2349,-43.3433,-39.1899,-40.9456,-40.263,-38.1273,-11.0127,-13.4856
"B Max Drawdown",-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-13.9789,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-38.3055,-37.6068,-35.4525,-14.3334,-14.3334
"MD DIFF(P-B)",-4.2974,-5.6803,-6.7538,-4.6522,-3.223,-6.0533,-6.4884,-4.8532,-6.1188,-6.1284,-5.7165,-9.9541,-4.2641,-4.1507,-0.9084,0.388800000000003,2.6957,0.9422,2.7871,-0.00809999999999889,1.0774,0.695800000000006,-1.6281,0.583600000000004,2.6513,1.8308,-0.534599999999998,-5.4207,-3.9564,-1.16399999999999,1.2061,-4.24619999999999,0.0705999999999989,-5.0378,-0.884399999999999,-2.6401,-2.6562,-2.6748,3.3207,0.847799999999999
