"","1 Y 2018-05-29 to 2019-06-03","1 Y 2018-06-29 to 2019-07-04","1 Y 2018-07-30 to 2019-08-03","1 Y 2018-08-29 to 2019-09-03","1 Y 2018-10-01 to 2019-10-04","1 Y 2018-10-29 to 2019-11-03","1 Y 2018-11-29 to 2019-12-04","1 Y 2018-12-31 to 2020-01-03","1 Y 2019-01-29 to 2020-02-03","1 Y 2019-03-01 to 2020-03-06","1 Y 2019-03-29 to 2020-04-03","1 Y 2019-04-29 to 2020-05-04","1 Y 2019-05-29 to 2020-06-03","1 Y 2019-07-02 to 2020-07-04","1 Y 2019-07-29 to 2020-08-03","1 Y 2019-08-29 to 2020-09-03","1 Y 2019-09-30 to 2020-10-04","1 Y 2019-10-29 to 2020-11-03","1 Y 2019-11-29 to 2020-12-04","1 Y 2019-12-30 to 2021-01-03","1 Y 2020-01-29 to 2021-02-03","1 Y 2020-03-02 to 2021-03-06","1 Y 2020-03-30 to 2021-04-03","1 Y 2020-04-29 to 2021-05-04","1 Y 2020-05-29 to 2021-06-03","1 Y 2020-06-29 to 2021-07-04","1 Y 2020-07-29 to 2021-08-03","1 Y 2020-08-31 to 2021-09-03","1 Y 2020-09-29 to 2021-10-04","1 Y 2020-10-29 to 2021-11-03","1 Y 2020-11-30 to 2021-12-04","1 Y 2020-12-29 to 2022-01-03","1 Y 2021-01-29 to 2022-02-03","1 Y 2021-03-01 to 2022-03-06","1 Y 2021-03-29 to 2022-04-03","1 Y 2021-04-29 to 2022-05-04","1 Y 2021-05-31 to 2022-06-03","1 Y 2021-06-29 to 2022-07-04","1 Y 2021-07-29 to 2022-08-03","1 Y 2021-08-30 to 2022-09-03"
"P Information Ratio",0.12,0.48,1.06,1.65,1.49,0.74,0.92,0.56,0.74,0.77,0.58,0.8,0.48,-0.55,-1.31,-0.29,0.35,0.84,0.15,0.45,-0.41,-0.49,0.62,0.04,-0.33,0.68,1.23,1.53,0.95,0.06,-0.24,-0.21,-0.05,0.28,-0.98,-0.77,-0.48,0.09,0.36,-0.15
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.11,0.4,0.65,0.83,0.77,0.78,0.96,0.33,0.6,0.15,0.1,-0.06,0.14,-0.08,-0.3,0.2,0.27,0.34,0.17,0.37,0.01,-0.51,-0.52,0.09,0.34,0.7,0.54,0.32,0.37,0.13,-0.14,-0.01,0.31,-0.05,-0.35,-0.28,0,-0.05,0.07,-0.13
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.65,0.65,0.7,0.56,0.6,0.57,0.5,0.79,0.65,0.84,0.95,0.96,0.95,1.03,1.01,0.99,0.99,1.03,0.93,0.94,0.95,0.97,1.1,0.96,0.97,0.94,1.05,1.09,1.09,0.92,0.96,0.85,0.93,0.78,0.78,0.79,0.93,0.96,0.94,0.91
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",86.4,84.19,92.79,84.35,71.77,68,58.9,72.99,62.94,60.19,93.64,98.13,95.2,97.58,97.65,94.25,94.26,93.97,91.08,93.11,91.94,77.99,88.98,69.2,65.68,76.08,75.83,73.36,70.37,35.5,51.88,47.58,48,57,50.93,61.08,67.86,74.78,83.22,75.2
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-10.6853,-10.3424,-9.3947,-6.9139,-6.1862,-6.0193,-5.6991,-3.5908,-3.8836,-8.9726,-30.9035,-31.1284,-29.7554,-31.5838,-32.0702,-30.4191,-30.4457,-30.3602,-30.479,-30.2358,-31.0801,-26.2666,-6.3725,-6.2499,-6.4562,-4.7074,-4.7956,-4.6137,-4.5347,-4.5236,-6.2391,-5.5323,-6.1273,-5.0463,-5.3032,-5.7996,-9.3788,-13.9846,-14.5521,-13.6884
"B Max Drawdown",-13.4446,-13.4446,-12.9881,-12.5618,-10.6565,-7.2553,-7.2553,-4.4131,-4.4131,-8.4037,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-35.7265,-31.3526,-7.7678,-7.7678,-7.7678,-7.7677,-7.7678,-7.1116,-6.0911,-3.8238,-5.1782,-5.1782,-5.1782,-5.1782,-5.1782,-6.2958,-10.2681,-14.7947,-16.7839,-16.7839
"MD DIFF(P-B)",2.7593,3.1022,3.5934,5.6479,4.4703,1.236,1.5562,0.8223,0.5295,-0.568899999999999,4.823,4.5981,5.9711,4.1427,3.6563,5.3074,5.2808,5.3663,5.2475,5.4907,4.6464,5.086,1.3953,1.5179,1.3116,3.0603,2.9722,2.4979,1.5564,-0.6998,-1.0609,-0.3541,-0.9491,0.131900000000001,-0.125,0.4962,0.8893,0.8101,2.2318,3.0955
